GENE PRODUCT DB	GENE PRODUCT ID	SYMBOL	QUALIFIER	GO TERM	SLIMMED FROM	GO NAME	ECO ID	GO EVIDENCE CODE	REFERENCE	WITH/FROM	TAXON ID	ASSIGNED BY	ANNOTATION EXTENSION	GO ASPECT
UniProtKB	G5DDC2	AMADH1B	enables	GO:0003824	GO:0047107	gamma-guanidinobutyraldehyde dehydrogenase activity	ECO:0000314	IDA	PMID:23408433		4577	UniProt		F
UniProtKB	H6TS39	RFP1	enables	GO:0016740	GO:0004842	ubiquitin-protein transferase activity	ECO:0000314	IDA	PMID:22245611		4577	CACAO		F
UniProtKB	K7TLS0	MYB69	enables	GO:0003677	GO:0000976	transcription cis-regulatory region binding	ECO:0000314	IDA	PMID:35640133		4577	UniProt		F
UniProtKB	K7TLS0	MYB69	enables	GO:0003700	GO:0003700	DNA-binding transcription factor activity	ECO:0000314	IDA	PMID:35640133		4577	UniProt		F
UniProtKB	K7TLS0	MYB69	enables	GO:0003677	GO:0043565	sequence-specific DNA binding	ECO:0000314	IDA	PMID:35640133		4577	UniProt		F
UniProtKB	K7UPS5	MYB42	enables	GO:0003677	GO:0000976	transcription cis-regulatory region binding	ECO:0000314	IDA	PMID:16941210		4577	UniProt		F
UniProtKB	K7UPS5	MYB42	enables	GO:0003700	GO:0003700	DNA-binding transcription factor activity	ECO:0000314	IDA	PMID:16941210		4577	UniProt		F
UniProtKB	K7UPS5	MYB42	enables	GO:0003677	GO:0043565	sequence-specific DNA binding	ECO:0000314	IDA	PMID:16941210		4577	UniProt		F
UniProtKB	K7VCB9	THIM	enables	GO:0016301	GO:0004417	hydroxyethylthiazole kinase activity	ECO:0000314	IDA	PMID:23816351		4577	UniProt		F
UniProtKB	K7VYZ9	COAC1	enables	GO:0005215	GO:0015228	coenzyme A transmembrane transporter activity	ECO:0000316	IGI	PMID:23590975	UniProtKB:P38702	4577	UniProt		F
UniProtKB	K7WIZ6	PYRR	enables	GO:0003824	GO:0017113	dihydropyrimidine dehydrogenase (NADP+) activity	ECO:0000314	IDA	PMID:23150645		4577	CACAO		F
UniProtKB	K7WIZ6	PYRR	enables	GO:0016787	GO:0016799	hydrolase activity, hydrolyzing N-glycosyl compounds	ECO:0000314	IDA	PMID:25431972		4577	UniProt		F
UniProtKB	O22637	SU1	enables	GO:0016787	GO:0019156	isoamylase activity	ECO:0000314	IDA	PMID:9625695		4577	UniProt		F
UniProtKB	O22655	PRO4	enables	GO:0005515	GO:0003785	actin monomer binding	ECO:0000314	IDA	PMID:9634586		4577	AgBase		F
UniProtKB	O22655	PRO4	enables	GO:0005515	GO:0070064	proline-rich region binding	ECO:0000314	IDA	PMID:9634586		4577	AgBase		F
UniProtKB	O22655	PRO4	enables	GO:0005515	GO:0070064	proline-rich region binding	ECO:0000315	IMP	PMID:9634586		4577	AgBase		F
UniProtKB	O23813	SIR	enables	GO:0003677	GO:0003677	DNA binding	ECO:0000314	IDA	PMID:17371503		4577	UniProt		F
UniProtKB	O23813	SIR	enables	GO:0003824	GO:0050311	sulfite reductase (ferredoxin) activity	ECO:0000314	IDA	PMID:10506201		4577	UniProt		F
UniProtKB	O23813	SIR	enables	GO:0003677	GO:0003690	double-stranded DNA binding	ECO:0000314	IDA	PMID:11997391		4577	CAFA		F
UniProtKB	O23887	AO1	enables	GO:0005488	GO:0043546	molybdopterin cofactor binding	ECO:0000314	IDA	PMID:12226218		4577	UniProt		F
UniProtKB	O23887	AO1	enables	GO:0000166	GO:0071949	FAD binding	ECO:0000314	IDA	PMID:12226218		4577	UniProt		F
UniProtKB	O23887	AO1	enables	GO:0003824	GO:0050302	indole-3-acetaldehyde oxidase activity	ECO:0000314	IDA	PMID:12226218		4577	UniProt		F
UniProtKB	O24413	RPP3A	enables	GO:0005515	GO:0044877	protein-containing complex binding	ECO:0000314	IDA	PMID:9276949		4577	AgBase		F
UniProtKB	O24415	RPP2B	enables	GO:0005515	GO:0044877	protein-containing complex binding	ECO:0000314	IDA	PMID:9276949		4577	AgBase		F
UniProtKB	O24562	CAD	enables	GO:0003824	GO:0045551	cinnamyl-alcohol dehydrogenase activity	ECO:0000315	IMP	PMID:9675900		4577	UniProt		F
