GO:1990559	biological_process	mitochondrial coenzyme A transmembrane transport
GO:0010022	biological_process	meristem determinacy
GO:0010021	biological_process	amylopectin biosynthetic process
GO:0010016	biological_process	shoot system morphogenesis
GO:0010033	biological_process	response to organic substance
GO:0010074	biological_process	maintenance of meristem identity
GO:0048608	biological_process	reproductive structure development
GO:0010073	biological_process	meristem maintenance
GO:0009056	biological_process	catabolic process
GO:0009059	biological_process	macromolecule biosynthetic process
GO:0015711	biological_process	organic anion transport
GO:2000896	biological_process	amylopectin metabolic process
GO:0015748	biological_process	organophosphate ester transport
GO:0097237	biological_process	cellular response to toxic substance
GO:0048856	biological_process	anatomical structure development
GO:0048868	biological_process	pollen tube development
GO:0071368	biological_process	cellular response to cytokinin stimulus
GO:0046394	biological_process	carboxylic acid biosynthetic process
GO:0046395	biological_process	carboxylic acid catabolic process
GO:0009404	biological_process	toxin metabolic process
GO:0009403	biological_process	toxin biosynthetic process
GO:0009314	biological_process	response to radiation
GO:0034309	biological_process	primary alcohol biosynthetic process
GO:0034308	biological_process	primary alcohol metabolic process
GO:0009395	biological_process	phospholipid catabolic process
GO:0071310	biological_process	cellular response to organic substance
GO:0009058	biological_process	biosynthetic process
GO:0010038	biological_process	response to metal ion
GO:0010035	biological_process	response to inorganic substance
GO:0009062	biological_process	fatty acid catabolic process
GO:0046148	biological_process	pigment biosynthetic process
GO:0046165	biological_process	alcohol biosynthetic process
GO:0071106	biological_process	adenosine 3',5'-bisphosphate transmembrane transport
GO:0009110	biological_process	vitamin biosynthetic process
GO:0010154	biological_process	fruit development
GO:0009141	biological_process	nucleoside triphosphate metabolic process
GO:0009142	biological_process	nucleoside triphosphate biosynthetic process
GO:0000377	biological_process	RNA splicing, via transesterification reactions with bulged adenosine as nucleophile
GO:1990748	biological_process	cellular detoxification
GO:0000375	biological_process	RNA splicing, via transesterification reactions
GO:0000373	biological_process	Group II intron splicing
GO:0048827	biological_process	phyllome development
GO:0009237	biological_process	siderophore metabolic process
GO:0009228	biological_process	thiamine biosynthetic process
GO:0034214	biological_process	protein hexamerization
GO:0009266	biological_process	response to temperature stimulus
GO:0046246	biological_process	terpene biosynthetic process
GO:0048367	biological_process	shoot system development
GO:0048366	biological_process	leaf development
GO:0048316	biological_process	seed development
GO:0097305	biological_process	response to alcohol
GO:0000302	biological_process	response to reactive oxygen species
GO:0048461	biological_process	flower structural organization
GO:0048564	biological_process	photosystem I assembly
GO:0120251	biological_process	hydrocarbon biosynthetic process
GO:0120252	biological_process	hydrocarbon metabolic process
GO:0048532	biological_process	anatomical structure arrangement
GO:0048507	biological_process	meristem development
GO:0048511	biological_process	rhythmic process
GO:0048731	biological_process	system development
GO:0044085	biological_process	cellular component biogenesis
GO:0009725	biological_process	response to hormone
GO:0009723	biological_process	response to ethylene
GO:0009719	biological_process	response to endogenous stimulus
GO:0009753	biological_process	response to jasmonic acid
GO:0009751	biological_process	response to salicylic acid
GO:0009755	biological_process	hormone-mediated signaling pathway
GO:0009736	biological_process	cytokinin-activated signaling pathway
GO:0009735	biological_process	response to cytokinin
GO:0009733	biological_process	response to auxin
GO:0009739	biological_process	response to gibberellin
GO:0009737	biological_process	response to abscisic acid
GO:0009686	biological_process	gibberellin biosynthetic process
GO:0009685	biological_process	gibberellin metabolic process
GO:0009651	biological_process	response to salt stress
GO:0009653	biological_process	anatomical structure morphogenesis
GO:0009658	biological_process	chloroplast organization
GO:0009657	biological_process	plastid organization
