GO_terms
GO:0006638
GO:0140445
GO:1901663
GO:0046500
GO:0052642
GO:0004756
GO:0055085
GO:0004107
GO:0019450
GO:0006749
GO:0033108
GO:1900620
GO:0009895
GO:0015717
GO:0004471
GO:0016773
GO:0008824
GO:0004661
GO:0015795
GO:0051254
GO:0071456
GO:0031080
GO:0032216
GO:0098771
GO:0035241
GO:0031324
GO:0008172
GO:0007091
GO:1902475
GO:0034367
GO:0047461
GO:0006450
GO:0070696
GO:0098807
GO:0015205
GO:0007043
GO:0016987
GO:0008515
GO:0018198
GO:0140994
GO:0003860
GO:0072666
GO:2001233
GO:1902138
GO:1901965
GO:1903791
GO:2000185
GO:0019784
GO:0006112
GO:0010266
GO:0035642
GO:1901336
GO:1902348
GO:2000082
GO:0016444
GO:0005458
GO:0045833
GO:0010018
GO:1901982
GO:1901880
GO:0072341
GO:0006022
GO:0006739
GO:0006624
GO:1901847
GO:0004420
GO:0010298
GO:0034090
GO:0031327
GO:0033925
GO:0005795
GO:0000821
GO:0098653
GO:0009177
GO:0090378
GO:0009958
GO:0030946
GO:0015207
GO:0010215
GO:0010563
GO:0010604
GO:0046070
GO:0043001
GO:0010233
GO:0016722
GO:0071783
GO:0007135
GO:0046048
GO:0060776
GO:0034079
GO:0070139
GO:0000055
GO:0045089
GO:0016724
GO:0038201
GO:0140666
GO:0046244
GO:0006972
GO:0000957
GO:0016849
GO:0051903
GO:0001932
GO:0001881
GO:0034058
GO:0050833
GO:0004644
GO:0015736
GO:0062197
GO:0051289
GO:0072697
GO:0010497
GO:0015578
GO:0009653
GO:0008120
GO:0030744
GO:0032535
GO:0034081
GO:0022858
GO:0070887
GO:0060771
GO:0006577
GO:0019745
GO:0018394
GO:0090130
GO:0015833
GO:1901987
GO:0016741
GO:0015112
GO:0010562
GO:0043295
GO:0080176
GO:0071782
GO:0018444
GO:0032791
GO:1905172
GO:0042402
GO:0030572
GO:0044804
GO:0046460
GO:0009181
GO:0000271
GO:0000155
GO:0016903
GO:0000036
GO:0016471
GO:1901946
GO:0009168
GO:0070201
GO:0015766
GO:0080052
GO:0010774
GO:0046354
GO:0042719
GO:0071008
GO:0007064
GO:0043467
GO:0004176
GO:1902369
GO:0016807
GO:0080164
GO:0045098
GO:0034098
GO:0000295
GO:1901870
GO:0004832
GO:0033550
GO:1902531
GO:0048462
GO:0000322
GO:0050255
GO:0006505
GO:0004146
GO:0009185
GO:0017186
GO:0016891
GO:0005891
GO:1901976
GO:0050793
GO:0006558
GO:0030031
GO:0019003
GO:0045787
GO:0045682
GO:0051646
GO:0006513
GO:0007049
GO:0009236
GO:0051222
GO:0009200
GO:2000694
GO:0031499
GO:0016805
GO:0045178
GO:0008832
GO:0050589
GO:0030422
GO:1903446
GO:0062154
GO:0006531
GO:0140104
GO:0015748
GO:0060919
GO:0003356
GO:0031559
GO:0003824
GO:0080059
GO:0098796
GO:0009196
GO:0006898
GO:0016638
GO:1900458
GO:0042365
GO:0015462
GO:0080037
GO:0070453
GO:0050810
GO:0016040
GO:0072331
GO:0046061
GO:0004812
GO:0008800
GO:1900544
GO:0032511
GO:0005358
GO:0009715
GO:0050664
GO:0008709
GO:1901406
GO:0051267
GO:0043879
GO:0016502
GO:0106145
GO:0046556
GO:0017050
GO:0009594
GO:0009916
GO:1902626
GO:0071366
GO:0009213
GO:0035861
