GOID,ONTOLOGY,TERM,LINK
GO:0006418,BP,tRNA aminoacylation for protein translation,http://purl.obolibrary.org/obo/GO_0006418
GO:0006419,BP,alanyl-tRNA aminoacylation,http://purl.obolibrary.org/obo/GO_0006419
GO:0006420,BP,arginyl-tRNA aminoacylation,http://purl.obolibrary.org/obo/GO_0006420
GO:0006421,BP,asparaginyl-tRNA aminoacylation,http://purl.obolibrary.org/obo/GO_0006421
GO:0006422,BP,aspartyl-tRNA aminoacylation,http://purl.obolibrary.org/obo/GO_0006422
GO:0006423,BP,cysteinyl-tRNA aminoacylation,http://purl.obolibrary.org/obo/GO_0006423
GO:0006424,BP,glutamyl-tRNA aminoacylation,http://purl.obolibrary.org/obo/GO_0006424
GO:0006425,BP,glutaminyl-tRNA aminoacylation,http://purl.obolibrary.org/obo/GO_0006425
GO:0006426,BP,glycyl-tRNA aminoacylation,http://purl.obolibrary.org/obo/GO_0006426
GO:0006427,BP,histidyl-tRNA aminoacylation,http://purl.obolibrary.org/obo/GO_0006427
GO:0006428,BP,isoleucyl-tRNA aminoacylation,http://purl.obolibrary.org/obo/GO_0006428
GO:0006429,BP,leucyl-tRNA aminoacylation,http://purl.obolibrary.org/obo/GO_0006429
GO:0006430,BP,lysyl-tRNA aminoacylation,http://purl.obolibrary.org/obo/GO_0006430
GO:0006431,BP,methionyl-tRNA aminoacylation,http://purl.obolibrary.org/obo/GO_0006431
GO:0006432,BP,phenylalanyl-tRNA aminoacylation,http://purl.obolibrary.org/obo/GO_0006432
GO:0006433,BP,prolyl-tRNA aminoacylation,http://purl.obolibrary.org/obo/GO_0006433
GO:0006434,BP,seryl-tRNA aminoacylation,http://purl.obolibrary.org/obo/GO_0006434
GO:0006435,BP,threonyl-tRNA aminoacylation,http://purl.obolibrary.org/obo/GO_0006435
GO:0006436,BP,tryptophanyl-tRNA aminoacylation,http://purl.obolibrary.org/obo/GO_0006436
GO:0006437,BP,tyrosyl-tRNA aminoacylation,http://purl.obolibrary.org/obo/GO_0006437
GO:0006438,BP,valyl-tRNA aminoacylation,http://purl.obolibrary.org/obo/GO_0006438
GO:0006446,BP,regulation of translational initiation,http://purl.obolibrary.org/obo/GO_0006446
GO:0006448,BP,regulation of translational elongation,http://purl.obolibrary.org/obo/GO_0006448
GO:0006449,BP,regulation of translational termination,http://purl.obolibrary.org/obo/GO_0006449
GO:0006450,BP,regulation of translational fidelity,http://purl.obolibrary.org/obo/GO_0006450
GO:0006451,BP,translational readthrough,http://purl.obolibrary.org/obo/GO_0006451
GO:0006457,BP,protein folding,http://purl.obolibrary.org/obo/GO_0006457
GO:0006458,BP,'de novo' protein folding,http://purl.obolibrary.org/obo/GO_0006458
GO:0006465,BP,signal peptide processing,http://purl.obolibrary.org/obo/GO_0006465
GO:0006468,BP,protein phosphorylation,http://purl.obolibrary.org/obo/GO_0006468
GO:0006469,BP,negative regulation of protein kinase activity,http://purl.obolibrary.org/obo/GO_0006469
GO:0006470,BP,protein dephosphorylation,http://purl.obolibrary.org/obo/GO_0006470
GO:0006473,BP,protein acetylation,http://purl.obolibrary.org/obo/GO_0006473
GO:0006474,BP,N-terminal protein amino acid acetylation,http://purl.obolibrary.org/obo/GO_0006474
GO:0006476,BP,protein deacetylation,http://purl.obolibrary.org/obo/GO_0006476
GO:0006479,BP,protein methylation,http://purl.obolibrary.org/obo/GO_0006479
GO:0006481,BP,C-terminal protein methylation,http://purl.obolibrary.org/obo/GO_0006481
GO:0006486,BP,protein glycosylation,http://purl.obolibrary.org/obo/GO_0006486
GO:0006487,BP,protein N-linked glycosylation,http://purl.obolibrary.org/obo/GO_0006487
GO:0006488,BP,dolichol-linked oligosaccharide biosynthetic process,http://purl.obolibrary.org/obo/GO_0006488
GO:0006490,BP,oligosaccharide-lipid intermediate biosynthetic process,http://purl.obolibrary.org/obo/GO_0006490
GO:0006491,BP,N-glycan processing,http://purl.obolibrary.org/obo/GO_0006491
GO:0006493,BP,protein O-linked glycosylation,http://purl.obolibrary.org/obo/GO_0006493
GO:0006497,BP,protein lipidation,http://purl.obolibrary.org/obo/GO_0006497
GO:0006498,BP,N-terminal protein lipidation,http://purl.obolibrary.org/obo/GO_0006498
GO:0006499,BP,N-terminal protein myristoylation,http://purl.obolibrary.org/obo/GO_0006499
GO:0006505,BP,GPI anchor metabolic process,http://purl.obolibrary.org/obo/GO_0006505
GO:0006506,BP,GPI anchor biosynthetic process,http://purl.obolibrary.org/obo/GO_0006506
GO:0006508,BP,proteolysis,http://purl.obolibrary.org/obo/GO_0006508
GO:0006509,BP,membrane protein ectodomain proteolysis,http://purl.obolibrary.org/obo/GO_0006509
GO:0006511,BP,ubiquitin-dependent protein catabolic process,http://purl.obolibrary.org/obo/GO_0006511
GO:0006513,BP,protein monoubiquitination,http://purl.obolibrary.org/obo/GO_0006513
GO:0006515,BP,protein quality control for misfolded or incompletely synthesized proteins,http://purl.obolibrary.org/obo/GO_0006515
GO:0006516,BP,glycoprotein catabolic process,http://purl.obolibrary.org/obo/GO_0006516
GO:0006517,BP,protein deglycosylation,http://purl.obolibrary.org/obo/GO_0006517
GO:0006518,BP,peptide metabolic process,http://purl.obolibrary.org/obo/GO_0006518
GO:0006520,BP,cellular amino acid metabolic process,http://purl.obolibrary.org/obo/GO_0006520
GO:0006521,BP,regulation of cellular amino acid metabolic process,http://purl.obolibrary.org/obo/GO_0006521
GO:0006522,BP,alanine metabolic process,http://purl.obolibrary.org/obo/GO_0006522
GO:0006524,BP,alanine catabolic process,http://purl.obolibrary.org/obo/GO_0006524
GO:0006525,BP,arginine metabolic process,http://purl.obolibrary.org/obo/GO_0006525
GO:0006526,BP,arginine biosynthetic process,http://purl.obolibrary.org/obo/GO_0006526
GO:0006527,BP,arginine catabolic process,http://purl.obolibrary.org/obo/GO_0006527
GO:0006528,BP,asparagine metabolic process,http://purl.obolibrary.org/obo/GO_0006528
GO:0006529,BP,asparagine biosynthetic process,http://purl.obolibrary.org/obo/GO_0006529
GO:0006530,BP,asparagine catabolic process,http://purl.obolibrary.org/obo/GO_0006530
GO:0006531,BP,aspartate metabolic process,http://purl.obolibrary.org/obo/GO_0006531
GO:0006534,BP,cysteine metabolic process,http://purl.obolibrary.org/obo/GO_0006534
GO:0006535,BP,cysteine biosynthetic process from serine,http://purl.obolibrary.org/obo/GO_0006535
GO:0006536,BP,glutamate metabolic process,http://purl.obolibrary.org/obo/GO_0006536
GO:0006537,BP,glutamate biosynthetic process,http://purl.obolibrary.org/obo/GO_0006537
GO:0006538,BP,glutamate catabolic process,http://purl.obolibrary.org/obo/GO_0006538
GO:0006540,BP,glutamate decarboxylation to succinate,http://purl.obolibrary.org/obo/GO_0006540
GO:0006541,BP,glutamine metabolic process,http://purl.obolibrary.org/obo/GO_0006541
GO:0006542,BP,glutamine biosynthetic process,http://purl.obolibrary.org/obo/GO_0006542
GO:0006544,BP,glycine metabolic process,http://purl.obolibrary.org/obo/GO_0006544
GO:0006545,BP,glycine biosynthetic process,http://purl.obolibrary.org/obo/GO_0006545
GO:0006546,BP,glycine catabolic process,http://purl.obolibrary.org/obo/GO_0006546
GO:0006547,BP,histidine metabolic process,http://purl.obolibrary.org/obo/GO_0006547
GO:0006549,BP,isoleucine metabolic process,http://purl.obolibrary.org/obo/GO_0006549
GO:0006551,BP,leucine metabolic process,http://purl.obolibrary.org/obo/GO_0006551
GO:0006552,BP,leucine catabolic process,http://purl.obolibrary.org/obo/GO_0006552
GO:0006553,BP,lysine metabolic process,http://purl.obolibrary.org/obo/GO_0006553
GO:0006554,BP,lysine catabolic process,http://purl.obolibrary.org/obo/GO_0006554
GO:0006555,BP,methionine metabolic process,http://purl.obolibrary.org/obo/GO_0006555
GO:0006556,BP,S-adenosylmethionine biosynthetic process,http://purl.obolibrary.org/obo/GO_0006556
GO:0006558,BP,L-phenylalanine metabolic process,http://purl.obolibrary.org/obo/GO_0006558
GO:0006559,BP,L-phenylalanine catabolic process,http://purl.obolibrary.org/obo/GO_0006559
GO:0006560,BP,proline metabolic process,http://purl.obolibrary.org/obo/GO_0006560
GO:0006561,BP,proline biosynthetic process,http://purl.obolibrary.org/obo/GO_0006561
GO:0006562,BP,proline catabolic process,http://purl.obolibrary.org/obo/GO_0006562
GO:0006563,BP,L-serine metabolic process,http://purl.obolibrary.org/obo/GO_0006563
GO:0006564,BP,L-serine biosynthetic process,http://purl.obolibrary.org/obo/GO_0006564
GO:0006565,BP,L-serine catabolic process,http://purl.obolibrary.org/obo/GO_0006565
GO:0006566,BP,threonine metabolic process,http://purl.obolibrary.org/obo/GO_0006566
GO:0006567,BP,threonine catabolic process,http://purl.obolibrary.org/obo/GO_0006567
GO:0006568,BP,tryptophan metabolic process,http://purl.obolibrary.org/obo/GO_0006568
GO:0006569,BP,tryptophan catabolic process,http://purl.obolibrary.org/obo/GO_0006569
GO:0006570,BP,tyrosine metabolic process,http://purl.obolibrary.org/obo/GO_0006570
GO:0006571,BP,tyrosine biosynthetic process,http://purl.obolibrary.org/obo/GO_0006571
GO:0006572,BP,tyrosine catabolic process,http://purl.obolibrary.org/obo/GO_0006572
GO:0006573,BP,valine metabolic process,http://purl.obolibrary.org/obo/GO_0006573
GO:0006574,BP,valine catabolic process,http://purl.obolibrary.org/obo/GO_0006574
GO:0006575,BP,cellular modified amino acid metabolic process,http://purl.obolibrary.org/obo/GO_0006575
GO:0006576,BP,cellular biogenic amine metabolic process,http://purl.obolibrary.org/obo/GO_0006576
GO:0006577,BP,amino-acid betaine metabolic process,http://purl.obolibrary.org/obo/GO_0006577
GO:0006578,BP,amino-acid betaine biosynthetic process,http://purl.obolibrary.org/obo/GO_0006578
GO:0006580,BP,ethanolamine metabolic process,http://purl.obolibrary.org/obo/GO_0006580
GO:0006581,BP,acetylcholine catabolic process,http://purl.obolibrary.org/obo/GO_0006581
GO:0006586,BP,indolalkylamine metabolic process,http://purl.obolibrary.org/obo/GO_0006586
GO:0006587,BP,serotonin biosynthetic process from tryptophan,http://purl.obolibrary.org/obo/GO_0006587
GO:0006591,BP,ornithine metabolic process,http://purl.obolibrary.org/obo/GO_0006591
GO:0006592,BP,ornithine biosynthetic process,http://purl.obolibrary.org/obo/GO_0006592
GO:0006593,BP,ornithine catabolic process,http://purl.obolibrary.org/obo/GO_0006593
GO:0006595,BP,polyamine metabolic process,http://purl.obolibrary.org/obo/GO_0006595
GO:0006596,BP,polyamine biosynthetic process,http://purl.obolibrary.org/obo/GO_0006596
GO:0006597,BP,spermine biosynthetic process,http://purl.obolibrary.org/obo/GO_0006597
GO:0006598,BP,polyamine catabolic process,http://purl.obolibrary.org/obo/GO_0006598
GO:0006605,BP,protein targeting,http://purl.obolibrary.org/obo/GO_0006605
GO:0006606,BP,protein import into nucleus,http://purl.obolibrary.org/obo/GO_0006606
GO:0006607,BP,NLS-bearing protein import into nucleus,http://purl.obolibrary.org/obo/GO_0006607
GO:0006611,BP,protein export from nucleus,http://purl.obolibrary.org/obo/GO_0006611
GO:0006612,BP,protein targeting to membrane,http://purl.obolibrary.org/obo/GO_0006612
GO:0006613,BP,cotranslational protein targeting to membrane,http://purl.obolibrary.org/obo/GO_0006613
GO:0006614,BP,SRP-dependent cotranslational protein targeting to membrane,http://purl.obolibrary.org/obo/GO_0006614
GO:0006616,BP,"SRP-dependent cotranslational protein targeting to membrane, translocation",http://purl.obolibrary.org/obo/GO_0006616
GO:0006617,BP,"SRP-dependent cotranslational protein targeting to membrane, signal sequence recognition",http://purl.obolibrary.org/obo/GO_0006617
GO:0006620,BP,posttranslational protein targeting to endoplasmic reticulum membrane,http://purl.obolibrary.org/obo/GO_0006620
GO:0006621,BP,protein retention in ER lumen,http://purl.obolibrary.org/obo/GO_0006621
GO:0006623,BP,protein targeting to vacuole,http://purl.obolibrary.org/obo/GO_0006623
GO:0006624,BP,vacuolar protein processing,http://purl.obolibrary.org/obo/GO_0006624
GO:0006625,BP,protein targeting to peroxisome,http://purl.obolibrary.org/obo/GO_0006625
GO:0006626,BP,protein targeting to mitochondrion,http://purl.obolibrary.org/obo/GO_0006626
GO:0006627,BP,protein processing involved in protein targeting to mitochondrion,http://purl.obolibrary.org/obo/GO_0006627
GO:0006629,BP,lipid metabolic process,http://purl.obolibrary.org/obo/GO_0006629
GO:0006631,BP,fatty acid metabolic process,http://purl.obolibrary.org/obo/GO_0006631
GO:0006633,BP,fatty acid biosynthetic process,http://purl.obolibrary.org/obo/GO_0006633
GO:0006635,BP,fatty acid beta-oxidation,http://purl.obolibrary.org/obo/GO_0006635
GO:0006636,BP,unsaturated fatty acid biosynthetic process,http://purl.obolibrary.org/obo/GO_0006636
GO:0006637,BP,acyl-CoA metabolic process,http://purl.obolibrary.org/obo/GO_0006637
GO:0006638,BP,neutral lipid metabolic process,http://purl.obolibrary.org/obo/GO_0006638
GO:0006639,BP,acylglycerol metabolic process,http://purl.obolibrary.org/obo/GO_0006639
GO:0006641,BP,triglyceride metabolic process,http://purl.obolibrary.org/obo/GO_0006641
GO:0006642,BP,triglyceride mobilization,http://purl.obolibrary.org/obo/GO_0006642
GO:0006643,BP,membrane lipid metabolic process,http://purl.obolibrary.org/obo/GO_0006643
GO:0006644,BP,phospholipid metabolic process,http://purl.obolibrary.org/obo/GO_0006644
GO:0006646,BP,phosphatidylethanolamine biosynthetic process,http://purl.obolibrary.org/obo/GO_0006646
GO:0006649,BP,phospholipid transfer to membrane,http://purl.obolibrary.org/obo/GO_0006649
GO:0006650,BP,glycerophospholipid metabolic process,http://purl.obolibrary.org/obo/GO_0006650
GO:0006651,BP,diacylglycerol biosynthetic process,http://purl.obolibrary.org/obo/GO_0006651
GO:0006654,BP,phosphatidic acid biosynthetic process,http://purl.obolibrary.org/obo/GO_0006654
GO:0006655,BP,phosphatidylglycerol biosynthetic process,http://purl.obolibrary.org/obo/GO_0006655
GO:0006656,BP,phosphatidylcholine biosynthetic process,http://purl.obolibrary.org/obo/GO_0006656
GO:0006657,BP,CDP-choline pathway,http://purl.obolibrary.org/obo/GO_0006657
GO:0006658,BP,phosphatidylserine metabolic process,http://purl.obolibrary.org/obo/GO_0006658
GO:0006659,BP,phosphatidylserine biosynthetic process,http://purl.obolibrary.org/obo/GO_0006659
GO:0006661,BP,phosphatidylinositol biosynthetic process,http://purl.obolibrary.org/obo/GO_0006661
GO:0006664,BP,glycolipid metabolic process,http://purl.obolibrary.org/obo/GO_0006664
GO:0006665,BP,sphingolipid metabolic process,http://purl.obolibrary.org/obo/GO_0006665
GO:0006666,BP,3-keto-sphinganine metabolic process,http://purl.obolibrary.org/obo/GO_0006666
GO:0006670,BP,sphingosine metabolic process,http://purl.obolibrary.org/obo/GO_0006670
GO:0006671,BP,phytosphingosine metabolic process,http://purl.obolibrary.org/obo/GO_0006671
GO:0006672,BP,ceramide metabolic process,http://purl.obolibrary.org/obo/GO_0006672
GO:0006673,BP,inositol phosphoceramide metabolic process,http://purl.obolibrary.org/obo/GO_0006673
GO:0006675,BP,mannosyl-inositol phosphorylceramide metabolic process,http://purl.obolibrary.org/obo/GO_0006675
GO:0006677,BP,glycosylceramide metabolic process,http://purl.obolibrary.org/obo/GO_0006677
GO:0006678,BP,glucosylceramide metabolic process,http://purl.obolibrary.org/obo/GO_0006678
GO:0006679,BP,glucosylceramide biosynthetic process,http://purl.obolibrary.org/obo/GO_0006679
GO:0006684,BP,sphingomyelin metabolic process,http://purl.obolibrary.org/obo/GO_0006684
GO:0006685,BP,sphingomyelin catabolic process,http://purl.obolibrary.org/obo/GO_0006685
GO:0006687,BP,glycosphingolipid metabolic process,http://purl.obolibrary.org/obo/GO_0006687
GO:0006688,BP,glycosphingolipid biosynthetic process,http://purl.obolibrary.org/obo/GO_0006688
GO:0006689,BP,ganglioside catabolic process,http://purl.obolibrary.org/obo/GO_0006689
GO:0006690,BP,icosanoid metabolic process,http://purl.obolibrary.org/obo/GO_0006690
GO:0006694,BP,steroid biosynthetic process,http://purl.obolibrary.org/obo/GO_0006694
GO:0006706,BP,steroid catabolic process,http://purl.obolibrary.org/obo/GO_0006706
GO:0006714,BP,sesquiterpenoid metabolic process,http://purl.obolibrary.org/obo/GO_0006714
GO:0006715,BP,farnesol biosynthetic process,http://purl.obolibrary.org/obo/GO_0006715
GO:0006720,BP,isoprenoid metabolic process,http://purl.obolibrary.org/obo/GO_0006720
GO:0006721,BP,terpenoid metabolic process,http://purl.obolibrary.org/obo/GO_0006721
GO:0006722,BP,triterpenoid metabolic process,http://purl.obolibrary.org/obo/GO_0006722
GO:0006723,BP,cuticle hydrocarbon biosynthetic process,http://purl.obolibrary.org/obo/GO_0006723
GO:0006729,BP,tetrahydrobiopterin biosynthetic process,http://purl.obolibrary.org/obo/GO_0006729
GO:0006730,BP,one-carbon metabolic process,http://purl.obolibrary.org/obo/GO_0006730
GO:0006734,BP,NADH metabolic process,http://purl.obolibrary.org/obo/GO_0006734
GO:0006739,BP,NADP metabolic process,http://purl.obolibrary.org/obo/GO_0006739
GO:0006740,BP,NADPH regeneration,http://purl.obolibrary.org/obo/GO_0006740
GO:0006741,BP,NADP biosynthetic process,http://purl.obolibrary.org/obo/GO_0006741
GO:0006742,BP,NADP catabolic process,http://purl.obolibrary.org/obo/GO_0006742
GO:0006743,BP,ubiquinone metabolic process,http://purl.obolibrary.org/obo/GO_0006743
GO:0006744,BP,ubiquinone biosynthetic process,http://purl.obolibrary.org/obo/GO_0006744
GO:0006747,BP,FAD biosynthetic process,http://purl.obolibrary.org/obo/GO_0006747
GO:0006749,BP,glutathione metabolic process,http://purl.obolibrary.org/obo/GO_0006749
GO:0006750,BP,glutathione biosynthetic process,http://purl.obolibrary.org/obo/GO_0006750
GO:0006751,BP,glutathione catabolic process,http://purl.obolibrary.org/obo/GO_0006751
GO:0006753,BP,nucleoside phosphate metabolic process,http://purl.obolibrary.org/obo/GO_0006753
GO:0006754,BP,ATP biosynthetic process,http://purl.obolibrary.org/obo/GO_0006754
GO:0006760,BP,folic acid-containing compound metabolic process,http://purl.obolibrary.org/obo/GO_0006760
GO:0006761,BP,dihydrofolate biosynthetic process,http://purl.obolibrary.org/obo/GO_0006761
GO:0006766,BP,vitamin metabolic process,http://purl.obolibrary.org/obo/GO_0006766
GO:0006767,BP,water-soluble vitamin metabolic process,http://purl.obolibrary.org/obo/GO_0006767
GO:0006768,BP,biotin metabolic process,http://purl.obolibrary.org/obo/GO_0006768
GO:0006771,BP,riboflavin metabolic process,http://purl.obolibrary.org/obo/GO_0006771
GO:0006772,BP,thiamine metabolic process,http://purl.obolibrary.org/obo/GO_0006772
GO:0006775,BP,fat-soluble vitamin metabolic process,http://purl.obolibrary.org/obo/GO_0006775
GO:0006777,BP,Mo-molybdopterin cofactor biosynthetic process,http://purl.obolibrary.org/obo/GO_0006777
GO:0006778,BP,porphyrin-containing compound metabolic process,http://purl.obolibrary.org/obo/GO_0006778
