GOID,ONTOLOGY,TERM,LINK
GO:0005765,CC,lysosomal membrane,http://purl.obolibrary.org/obo/GO_0005765
GO:0005768,CC,endosome,http://purl.obolibrary.org/obo/GO_0005768
GO:0005769,CC,early endosome,http://purl.obolibrary.org/obo/GO_0005769
GO:0005770,CC,late endosome,http://purl.obolibrary.org/obo/GO_0005770
GO:0005771,CC,multivesicular body,http://purl.obolibrary.org/obo/GO_0005771
GO:0005773,CC,vacuole,http://purl.obolibrary.org/obo/GO_0005773
GO:0005774,CC,vacuolar membrane,http://purl.obolibrary.org/obo/GO_0005774
GO:0005775,CC,vacuolar lumen,http://purl.obolibrary.org/obo/GO_0005775
GO:0005776,CC,autophagosome,http://purl.obolibrary.org/obo/GO_0005776
GO:0005777,CC,peroxisome,http://purl.obolibrary.org/obo/GO_0005777
GO:0005778,CC,peroxisomal membrane,http://purl.obolibrary.org/obo/GO_0005778
GO:0005782,CC,peroxisomal matrix,http://purl.obolibrary.org/obo/GO_0005782
GO:0005783,CC,endoplasmic reticulum,http://purl.obolibrary.org/obo/GO_0005783
GO:0005784,CC,Sec61 translocon complex,http://purl.obolibrary.org/obo/GO_0005784
GO:0005785,CC,signal recognition particle receptor complex,http://purl.obolibrary.org/obo/GO_0005785
GO:0005786,CC,"signal recognition particle, endoplasmic reticulum targeting",http://purl.obolibrary.org/obo/GO_0005786
GO:0005787,CC,signal peptidase complex,http://purl.obolibrary.org/obo/GO_0005787
GO:0005788,CC,endoplasmic reticulum lumen,http://purl.obolibrary.org/obo/GO_0005788
GO:0005789,CC,endoplasmic reticulum membrane,http://purl.obolibrary.org/obo/GO_0005789
GO:0005791,CC,rough endoplasmic reticulum,http://purl.obolibrary.org/obo/GO_0005791
GO:0005793,CC,endoplasmic reticulum-Golgi intermediate compartment,http://purl.obolibrary.org/obo/GO_0005793
GO:0005794,CC,Golgi apparatus,http://purl.obolibrary.org/obo/GO_0005794
GO:0005795,CC,Golgi stack,http://purl.obolibrary.org/obo/GO_0005795
GO:0005796,CC,Golgi lumen,http://purl.obolibrary.org/obo/GO_0005796
GO:0005797,CC,Golgi medial cisterna,http://purl.obolibrary.org/obo/GO_0005797
GO:0005798,CC,Golgi-associated vesicle,http://purl.obolibrary.org/obo/GO_0005798
GO:0005801,CC,cis-Golgi network,http://purl.obolibrary.org/obo/GO_0005801
GO:0005802,CC,trans-Golgi network,http://purl.obolibrary.org/obo/GO_0005802
GO:0005811,CC,lipid droplet,http://purl.obolibrary.org/obo/GO_0005811
GO:0005814,CC,centriole,http://purl.obolibrary.org/obo/GO_0005814
GO:0005815,CC,microtubule organizing center,http://purl.obolibrary.org/obo/GO_0005815
GO:0005818,CC,aster,http://purl.obolibrary.org/obo/GO_0005818
GO:0005819,CC,spindle,http://purl.obolibrary.org/obo/GO_0005819
GO:0005828,CC,kinetochore microtubule,http://purl.obolibrary.org/obo/GO_0005828
GO:0005829,CC,cytosol,http://purl.obolibrary.org/obo/GO_0005829
GO:0005832,CC,chaperonin-containing T-complex,http://purl.obolibrary.org/obo/GO_0005832
GO:0005834,CC,heterotrimeric G-protein complex,http://purl.obolibrary.org/obo/GO_0005834
GO:0005835,CC,fatty acid synthase complex,http://purl.obolibrary.org/obo/GO_0005835
GO:0005838,CC,proteasome regulatory particle,http://purl.obolibrary.org/obo/GO_0005838
GO:0005839,CC,proteasome core complex,http://purl.obolibrary.org/obo/GO_0005839
GO:0005840,CC,ribosome,http://purl.obolibrary.org/obo/GO_0005840
GO:0005846,CC,nuclear cap binding complex,http://purl.obolibrary.org/obo/GO_0005846
GO:0005847,CC,mRNA cleavage and polyadenylation specificity factor complex,http://purl.obolibrary.org/obo/GO_0005847
GO:0005848,CC,mRNA cleavage stimulating factor complex,http://purl.obolibrary.org/obo/GO_0005848
GO:0005849,CC,mRNA cleavage factor complex,http://purl.obolibrary.org/obo/GO_0005849
GO:0005850,CC,eukaryotic translation initiation factor 2 complex,http://purl.obolibrary.org/obo/GO_0005850
GO:0005851,CC,eukaryotic translation initiation factor 2B complex,http://purl.obolibrary.org/obo/GO_0005851
GO:0005852,CC,eukaryotic translation initiation factor 3 complex,http://purl.obolibrary.org/obo/GO_0005852
GO:0005854,CC,nascent polypeptide-associated complex,http://purl.obolibrary.org/obo/GO_0005854
GO:0005856,CC,cytoskeleton,http://purl.obolibrary.org/obo/GO_0005856
GO:0005858,CC,axonemal dynein complex,http://purl.obolibrary.org/obo/GO_0005858
GO:0005868,CC,cytoplasmic dynein complex,http://purl.obolibrary.org/obo/GO_0005868
GO:0005871,CC,kinesin complex,http://purl.obolibrary.org/obo/GO_0005871
GO:0005872,CC,minus-end kinesin complex,http://purl.obolibrary.org/obo/GO_0005872
GO:0005874,CC,microtubule,http://purl.obolibrary.org/obo/GO_0005874
GO:0005875,CC,microtubule associated complex,http://purl.obolibrary.org/obo/GO_0005875
GO:0005876,CC,spindle microtubule,http://purl.obolibrary.org/obo/GO_0005876
GO:0005879,CC,axonemal microtubule,http://purl.obolibrary.org/obo/GO_0005879
GO:0005880,CC,nuclear microtubule,http://purl.obolibrary.org/obo/GO_0005880
GO:0005881,CC,cytoplasmic microtubule,http://purl.obolibrary.org/obo/GO_0005881
GO:0005882,CC,intermediate filament,http://purl.obolibrary.org/obo/GO_0005882
GO:0005884,CC,actin filament,http://purl.obolibrary.org/obo/GO_0005884
GO:0005885,CC,Arp2/3 protein complex,http://purl.obolibrary.org/obo/GO_0005885
GO:0005886,CC,plasma membrane,http://purl.obolibrary.org/obo/GO_0005886
GO:0005891,CC,voltage-gated calcium channel complex,http://purl.obolibrary.org/obo/GO_0005891
GO:0005905,CC,clathrin-coated pit,http://purl.obolibrary.org/obo/GO_0005905
GO:0005911,CC,cell-cell junction,http://purl.obolibrary.org/obo/GO_0005911
GO:0005929,CC,cilium,http://purl.obolibrary.org/obo/GO_0005929
GO:0005930,CC,axoneme,http://purl.obolibrary.org/obo/GO_0005930
GO:0005938,CC,cell cortex,http://purl.obolibrary.org/obo/GO_0005938
GO:0005940,CC,septin ring,http://purl.obolibrary.org/obo/GO_0005940
GO:0005942,CC,phosphatidylinositol 3-kinase complex,http://purl.obolibrary.org/obo/GO_0005942
GO:0005948,CC,acetolactate synthase complex,http://purl.obolibrary.org/obo/GO_0005948
GO:0005950,CC,anthranilate synthase complex,http://purl.obolibrary.org/obo/GO_0005950
GO:0005951,CC,carbamoyl-phosphate synthase complex,http://purl.obolibrary.org/obo/GO_0005951
GO:0005952,CC,cAMP-dependent protein kinase complex,http://purl.obolibrary.org/obo/GO_0005952
GO:0005953,CC,CAAX-protein geranylgeranyltransferase complex,http://purl.obolibrary.org/obo/GO_0005953
GO:0005955,CC,calcineurin complex,http://purl.obolibrary.org/obo/GO_0005955
GO:0005956,CC,protein kinase CK2 complex,http://purl.obolibrary.org/obo/GO_0005956
GO:0005958,CC,DNA-dependent protein kinase-DNA ligase 4 complex,http://purl.obolibrary.org/obo/GO_0005958
GO:0005960,CC,glycine cleavage complex,http://purl.obolibrary.org/obo/GO_0005960
GO:0005965,CC,protein farnesyltransferase complex,http://purl.obolibrary.org/obo/GO_0005965
GO:0005968,CC,Rab-protein geranylgeranyltransferase complex,http://purl.obolibrary.org/obo/GO_0005968
GO:0005971,CC,ribonucleoside-diphosphate reductase complex,http://purl.obolibrary.org/obo/GO_0005971
GO:0005975,BP,carbohydrate metabolic process,http://purl.obolibrary.org/obo/GO_0005975
GO:0005976,BP,polysaccharide metabolic process,http://purl.obolibrary.org/obo/GO_0005976
GO:0005977,BP,glycogen metabolic process,http://purl.obolibrary.org/obo/GO_0005977
GO:0005980,BP,glycogen catabolic process,http://purl.obolibrary.org/obo/GO_0005980
GO:0005982,BP,starch metabolic process,http://purl.obolibrary.org/obo/GO_0005982
GO:0005983,BP,starch catabolic process,http://purl.obolibrary.org/obo/GO_0005983
GO:0005984,BP,disaccharide metabolic process,http://purl.obolibrary.org/obo/GO_0005984
GO:0005985,BP,sucrose metabolic process,http://purl.obolibrary.org/obo/GO_0005985
GO:0005986,BP,sucrose biosynthetic process,http://purl.obolibrary.org/obo/GO_0005986
GO:0005987,BP,sucrose catabolic process,http://purl.obolibrary.org/obo/GO_0005987
GO:0005988,BP,lactose metabolic process,http://purl.obolibrary.org/obo/GO_0005988
GO:0005990,BP,lactose catabolic process,http://purl.obolibrary.org/obo/GO_0005990
GO:0005991,BP,trehalose metabolic process,http://purl.obolibrary.org/obo/GO_0005991
GO:0005992,BP,trehalose biosynthetic process,http://purl.obolibrary.org/obo/GO_0005992
GO:0005993,BP,trehalose catabolic process,http://purl.obolibrary.org/obo/GO_0005993
GO:0005996,BP,monosaccharide metabolic process,http://purl.obolibrary.org/obo/GO_0005996
GO:0005997,BP,xylulose metabolic process,http://purl.obolibrary.org/obo/GO_0005997
GO:0006000,BP,fructose metabolic process,http://purl.obolibrary.org/obo/GO_0006000
GO:0006002,BP,fructose 6-phosphate metabolic process,http://purl.obolibrary.org/obo/GO_0006002
GO:0006003,BP,"fructose 2,6-bisphosphate metabolic process",http://purl.obolibrary.org/obo/GO_0006003
GO:0006004,BP,fucose metabolic process,http://purl.obolibrary.org/obo/GO_0006004
GO:0006005,BP,L-fucose biosynthetic process,http://purl.obolibrary.org/obo/GO_0006005
GO:0006006,BP,glucose metabolic process,http://purl.obolibrary.org/obo/GO_0006006
GO:0006011,BP,UDP-glucose metabolic process,http://purl.obolibrary.org/obo/GO_0006011
GO:0006012,BP,galactose metabolic process,http://purl.obolibrary.org/obo/GO_0006012
GO:0006013,BP,mannose metabolic process,http://purl.obolibrary.org/obo/GO_0006013
GO:0006014,BP,D-ribose metabolic process,http://purl.obolibrary.org/obo/GO_0006014
GO:0006015,BP,5-phosphoribose 1-diphosphate biosynthetic process,http://purl.obolibrary.org/obo/GO_0006015
GO:0006020,BP,inositol metabolic process,http://purl.obolibrary.org/obo/GO_0006020
GO:0006021,BP,inositol biosynthetic process,http://purl.obolibrary.org/obo/GO_0006021
GO:0006022,BP,aminoglycan metabolic process,http://purl.obolibrary.org/obo/GO_0006022
GO:0006023,BP,aminoglycan biosynthetic process,http://purl.obolibrary.org/obo/GO_0006023
GO:0006024,BP,glycosaminoglycan biosynthetic process,http://purl.obolibrary.org/obo/GO_0006024
GO:0006026,BP,aminoglycan catabolic process,http://purl.obolibrary.org/obo/GO_0006026
GO:0006027,BP,glycosaminoglycan catabolic process,http://purl.obolibrary.org/obo/GO_0006027
GO:0006029,BP,proteoglycan metabolic process,http://purl.obolibrary.org/obo/GO_0006029
GO:0006030,BP,chitin metabolic process,http://purl.obolibrary.org/obo/GO_0006030
GO:0006032,BP,chitin catabolic process,http://purl.obolibrary.org/obo/GO_0006032
GO:0006040,BP,amino sugar metabolic process,http://purl.obolibrary.org/obo/GO_0006040
GO:0006044,BP,N-acetylglucosamine metabolic process,http://purl.obolibrary.org/obo/GO_0006044
GO:0006045,BP,N-acetylglucosamine biosynthetic process,http://purl.obolibrary.org/obo/GO_0006045
GO:0006046,BP,N-acetylglucosamine catabolic process,http://purl.obolibrary.org/obo/GO_0006046
GO:0006047,BP,UDP-N-acetylglucosamine metabolic process,http://purl.obolibrary.org/obo/GO_0006047
GO:0006048,BP,UDP-N-acetylglucosamine biosynthetic process,http://purl.obolibrary.org/obo/GO_0006048
GO:0006054,BP,N-acetylneuraminate metabolic process,http://purl.obolibrary.org/obo/GO_0006054
GO:0006059,BP,hexitol metabolic process,http://purl.obolibrary.org/obo/GO_0006059
GO:0006060,BP,sorbitol metabolic process,http://purl.obolibrary.org/obo/GO_0006060
GO:0006063,BP,uronic acid metabolic process,http://purl.obolibrary.org/obo/GO_0006063
GO:0006064,BP,glucuronate catabolic process,http://purl.obolibrary.org/obo/GO_0006064
GO:0006065,BP,UDP-glucuronate biosynthetic process,http://purl.obolibrary.org/obo/GO_0006065
GO:0006066,BP,alcohol metabolic process,http://purl.obolibrary.org/obo/GO_0006066
GO:0006071,BP,glycerol metabolic process,http://purl.obolibrary.org/obo/GO_0006071
GO:0006072,BP,glycerol-3-phosphate metabolic process,http://purl.obolibrary.org/obo/GO_0006072
GO:0006074,BP,(1->3)-beta-D-glucan metabolic process,http://purl.obolibrary.org/obo/GO_0006074
GO:0006075,BP,(1->3)-beta-D-glucan biosynthetic process,http://purl.obolibrary.org/obo/GO_0006075
GO:0006076,BP,(1->3)-beta-D-glucan catabolic process,http://purl.obolibrary.org/obo/GO_0006076
GO:0006077,BP,(1->6)-beta-D-glucan metabolic process,http://purl.obolibrary.org/obo/GO_0006077
GO:0006078,BP,(1->6)-beta-D-glucan biosynthetic process,http://purl.obolibrary.org/obo/GO_0006078
GO:0006080,BP,substituted mannan metabolic process,http://purl.obolibrary.org/obo/GO_0006080
GO:0006081,BP,cellular aldehyde metabolic process,http://purl.obolibrary.org/obo/GO_0006081
GO:0006082,BP,organic acid metabolic process,http://purl.obolibrary.org/obo/GO_0006082
GO:0006083,BP,acetate metabolic process,http://purl.obolibrary.org/obo/GO_0006083
GO:0006084,BP,acetyl-CoA metabolic process,http://purl.obolibrary.org/obo/GO_0006084
GO:0006085,BP,acetyl-CoA biosynthetic process,http://purl.obolibrary.org/obo/GO_0006085
GO:0006086,BP,acetyl-CoA biosynthetic process from pyruvate,http://purl.obolibrary.org/obo/GO_0006086
GO:0006089,BP,lactate metabolic process,http://purl.obolibrary.org/obo/GO_0006089
GO:0006090,BP,pyruvate metabolic process,http://purl.obolibrary.org/obo/GO_0006090
GO:0006091,BP,generation of precursor metabolites and energy,http://purl.obolibrary.org/obo/GO_0006091
GO:0006094,BP,gluconeogenesis,http://purl.obolibrary.org/obo/GO_0006094
GO:0006096,BP,glycolytic process,http://purl.obolibrary.org/obo/GO_0006096
GO:0006097,BP,glyoxylate cycle,http://purl.obolibrary.org/obo/GO_0006097
GO:0006098,BP,pentose-phosphate shunt,http://purl.obolibrary.org/obo/GO_0006098
GO:0006099,BP,tricarboxylic acid cycle,http://purl.obolibrary.org/obo/GO_0006099
GO:0006101,BP,citrate metabolic process,http://purl.obolibrary.org/obo/GO_0006101
GO:0006102,BP,isocitrate metabolic process,http://purl.obolibrary.org/obo/GO_0006102
GO:0006103,BP,2-oxoglutarate metabolic process,http://purl.obolibrary.org/obo/GO_0006103
GO:0006104,BP,succinyl-CoA metabolic process,http://purl.obolibrary.org/obo/GO_0006104
GO:0006105,BP,succinate metabolic process,http://purl.obolibrary.org/obo/GO_0006105
GO:0006106,BP,fumarate metabolic process,http://purl.obolibrary.org/obo/GO_0006106
GO:0006107,BP,oxaloacetate metabolic process,http://purl.obolibrary.org/obo/GO_0006107
GO:0006108,BP,malate metabolic process,http://purl.obolibrary.org/obo/GO_0006108
GO:0006109,BP,regulation of carbohydrate metabolic process,http://purl.obolibrary.org/obo/GO_0006109
GO:0006110,BP,regulation of glycolytic process,http://purl.obolibrary.org/obo/GO_0006110
GO:0006111,BP,regulation of gluconeogenesis,http://purl.obolibrary.org/obo/GO_0006111
GO:0006112,BP,energy reserve metabolic process,http://purl.obolibrary.org/obo/GO_0006112
GO:0006114,BP,glycerol biosynthetic process,http://purl.obolibrary.org/obo/GO_0006114
GO:0006116,BP,NADH oxidation,http://purl.obolibrary.org/obo/GO_0006116
GO:0006119,BP,oxidative phosphorylation,http://purl.obolibrary.org/obo/GO_0006119
GO:0006120,BP,"mitochondrial electron transport, NADH to ubiquinone",http://purl.obolibrary.org/obo/GO_0006120
GO:0006121,BP,"mitochondrial electron transport, succinate to ubiquinone",http://purl.obolibrary.org/obo/GO_0006121
GO:0006122,BP,"mitochondrial electron transport, ubiquinol to cytochrome c",http://purl.obolibrary.org/obo/GO_0006122
GO:0006123,BP,"mitochondrial electron transport, cytochrome c to oxygen",http://purl.obolibrary.org/obo/GO_0006123
GO:0006124,BP,ferredoxin metabolic process,http://purl.obolibrary.org/obo/GO_0006124
GO:0006127,BP,glycerophosphate shuttle,http://purl.obolibrary.org/obo/GO_0006127
GO:0006139,BP,nucleobase-containing compound metabolic process,http://purl.obolibrary.org/obo/GO_0006139
GO:0006140,BP,regulation of nucleotide metabolic process,http://purl.obolibrary.org/obo/GO_0006140
GO:0006144,BP,purine nucleobase metabolic process,http://purl.obolibrary.org/obo/GO_0006144
GO:0006145,BP,purine nucleobase catabolic process,http://purl.obolibrary.org/obo/GO_0006145
GO:0006146,BP,adenine catabolic process,http://purl.obolibrary.org/obo/GO_0006146
GO:0006148,BP,inosine catabolic process,http://purl.obolibrary.org/obo/GO_0006148
GO:0006152,BP,purine nucleoside catabolic process,http://purl.obolibrary.org/obo/GO_0006152
GO:0006154,BP,adenosine catabolic process,http://purl.obolibrary.org/obo/GO_0006154
GO:0006163,BP,purine nucleotide metabolic process,http://purl.obolibrary.org/obo/GO_0006163
GO:0006164,BP,purine nucleotide biosynthetic process,http://purl.obolibrary.org/obo/GO_0006164
GO:0006166,BP,purine ribonucleoside salvage,http://purl.obolibrary.org/obo/GO_0006166
GO:0006167,BP,AMP biosynthetic process,http://purl.obolibrary.org/obo/GO_0006167
GO:0006168,BP,adenine salvage,http://purl.obolibrary.org/obo/GO_0006168
GO:0006169,BP,adenosine salvage,http://purl.obolibrary.org/obo/GO_0006169
GO:0006171,BP,cAMP biosynthetic process,http://purl.obolibrary.org/obo/GO_0006171
GO:0006177,BP,GMP biosynthetic process,http://purl.obolibrary.org/obo/GO_0006177
GO:0006178,BP,guanine salvage,http://purl.obolibrary.org/obo/GO_0006178
GO:0006182,BP,cGMP biosynthetic process,http://purl.obolibrary.org/obo/GO_0006182
GO:0006183,BP,GTP biosynthetic process,http://purl.obolibrary.org/obo/GO_0006183
GO:0006188,BP,IMP biosynthetic process,http://purl.obolibrary.org/obo/GO_0006188
GO:0006189,BP,'de novo' IMP biosynthetic process,http://purl.obolibrary.org/obo/GO_0006189
GO:0006190,BP,inosine salvage,http://purl.obolibrary.org/obo/GO_0006190
GO:0006195,BP,purine nucleotide catabolic process,http://purl.obolibrary.org/obo/GO_0006195
GO:0006203,BP,dGTP catabolic process,http://purl.obolibrary.org/obo/GO_0006203
GO:0006206,BP,pyrimidine nucleobase metabolic process,http://purl.obolibrary.org/obo/GO_0006206
GO:0006207,BP,'de novo' pyrimidine nucleobase biosynthetic process,http://purl.obolibrary.org/obo/GO_0006207
GO:0006208,BP,pyrimidine nucleobase catabolic process,http://purl.obolibrary.org/obo/GO_0006208
GO:0006210,BP,thymine catabolic process,http://purl.obolibrary.org/obo/GO_0006210
GO:0006211,BP,5-methylcytosine catabolic process,http://purl.obolibrary.org/obo/GO_0006211
GO:0006212,BP,uracil catabolic process,http://purl.obolibrary.org/obo/GO_0006212
GO:0006213,BP,pyrimidine nucleoside metabolic process,http://purl.obolibrary.org/obo/GO_0006213
GO:0006216,BP,cytidine catabolic process,http://purl.obolibrary.org/obo/GO_0006216
GO:0006218,BP,uridine catabolic process,http://purl.obolibrary.org/obo/GO_0006218
GO:0006220,BP,pyrimidine nucleotide metabolic process,http://purl.obolibrary.org/obo/GO_0006220
GO:0006221,BP,pyrimidine nucleotide biosynthetic process,http://purl.obolibrary.org/obo/GO_0006221
GO:0006222,BP,UMP biosynthetic process,http://purl.obolibrary.org/obo/GO_0006222
GO:0006225,BP,UDP biosynthetic process,http://purl.obolibrary.org/obo/GO_0006225
GO:0006226,BP,dUMP biosynthetic process,http://purl.obolibrary.org/obo/GO_0006226
GO:0006227,BP,dUDP biosynthetic process,http://purl.obolibrary.org/obo/GO_0006227
GO:0006228,BP,UTP biosynthetic process,http://purl.obolibrary.org/obo/GO_0006228
GO:0006231,BP,dTMP biosynthetic process,http://purl.obolibrary.org/obo/GO_0006231
GO:0006233,BP,dTDP biosynthetic process,http://purl.obolibrary.org/obo/GO_0006233
GO:0006235,BP,dTTP biosynthetic process,http://purl.obolibrary.org/obo/GO_0006235
GO:0006241,BP,CTP biosynthetic process,http://purl.obolibrary.org/obo/GO_0006241
GO:0006244,BP,pyrimidine nucleotide catabolic process,http://purl.obolibrary.org/obo/GO_0006244
GO:0006253,BP,dCTP catabolic process,http://purl.obolibrary.org/obo/GO_0006253
GO:0006259,BP,DNA metabolic process,http://purl.obolibrary.org/obo/GO_0006259
GO:0006260,BP,DNA replication,http://purl.obolibrary.org/obo/GO_0006260
GO:0006261,BP,DNA-dependent DNA replication,http://purl.obolibrary.org/obo/GO_0006261
GO:0006264,BP,mitochondrial DNA replication,http://purl.obolibrary.org/obo/GO_0006264
GO:0006265,BP,DNA topological change,http://purl.obolibrary.org/obo/GO_0006265
GO:0006266,BP,DNA ligation,http://purl.obolibrary.org/obo/GO_0006266
GO:0006268,BP,DNA unwinding involved in DNA replication,http://purl.obolibrary.org/obo/GO_0006268
GO:0006269,BP,"DNA replication, synthesis of RNA primer",http://purl.obolibrary.org/obo/GO_0006269
GO:0006270,BP,DNA replication initiation,http://purl.obolibrary.org/obo/GO_0006270
GO:0006271,BP,DNA strand elongation involved in DNA replication,http://purl.obolibrary.org/obo/GO_0006271
GO:0006272,BP,leading strand elongation,http://purl.obolibrary.org/obo/GO_0006272
GO:0006273,BP,lagging strand elongation,http://purl.obolibrary.org/obo/GO_0006273
GO:0006274,BP,DNA replication termination,http://purl.obolibrary.org/obo/GO_0006274
GO:0006275,BP,regulation of DNA replication,http://purl.obolibrary.org/obo/GO_0006275
GO:0006278,BP,RNA-dependent DNA biosynthetic process,http://purl.obolibrary.org/obo/GO_0006278
GO:0006279,BP,premeiotic DNA replication,http://purl.obolibrary.org/obo/GO_0006279
GO:0006281,BP,DNA repair,http://purl.obolibrary.org/obo/GO_0006281
GO:0006282,BP,regulation of DNA repair,http://purl.obolibrary.org/obo/GO_0006282
GO:0006283,BP,transcription-coupled nucleotide-excision repair,http://purl.obolibrary.org/obo/GO_0006283
GO:0006284,BP,base-excision repair,http://purl.obolibrary.org/obo/GO_0006284
GO:0006285,BP,"base-excision repair, AP site formation",http://purl.obolibrary.org/obo/GO_0006285
GO:0006287,BP,"base-excision repair, gap-filling",http://purl.obolibrary.org/obo/GO_0006287
GO:0006289,BP,nucleotide-excision repair,http://purl.obolibrary.org/obo/GO_0006289
GO:0006290,BP,pyrimidine dimer repair,http://purl.obolibrary.org/obo/GO_0006290
GO:0006294,BP,"nucleotide-excision repair, preincision complex assembly",http://purl.obolibrary.org/obo/GO_0006294
GO:0006297,BP,"nucleotide-excision repair, DNA gap filling",http://purl.obolibrary.org/obo/GO_0006297
GO:0006298,BP,mismatch repair,http://purl.obolibrary.org/obo/GO_0006298
GO:0006301,BP,postreplication repair,http://purl.obolibrary.org/obo/GO_0006301
GO:0006302,BP,double-strand break repair,http://purl.obolibrary.org/obo/GO_0006302
GO:0006303,BP,double-strand break repair via nonhomologous end joining,http://purl.obolibrary.org/obo/GO_0006303
GO:0006304,BP,DNA modification,http://purl.obolibrary.org/obo/GO_0006304
GO:0006307,BP,DNA dealkylation involved in DNA repair,http://purl.obolibrary.org/obo/GO_0006307
GO:0006308,BP,DNA catabolic process,http://purl.obolibrary.org/obo/GO_0006308
GO:0006309,BP,apoptotic DNA fragmentation,http://purl.obolibrary.org/obo/GO_0006309
GO:0006310,BP,DNA recombination,http://purl.obolibrary.org/obo/GO_0006310
GO:0006312,BP,mitotic recombination,http://purl.obolibrary.org/obo/GO_0006312
GO:0006314,BP,intron homing,http://purl.obolibrary.org/obo/GO_0006314
GO:0006315,BP,homing of group II introns,http://purl.obolibrary.org/obo/GO_0006315
GO:0006325,BP,chromatin organization,http://purl.obolibrary.org/obo/GO_0006325
GO:0006334,BP,nucleosome assembly,http://purl.obolibrary.org/obo/GO_0006334
GO:0006335,BP,DNA replication-dependent nucleosome assembly,http://purl.obolibrary.org/obo/GO_0006335
GO:0006337,BP,nucleosome disassembly,http://purl.obolibrary.org/obo/GO_0006337
GO:0006338,BP,chromatin remodeling,http://purl.obolibrary.org/obo/GO_0006338
GO:0006346,BP,DNA methylation-dependent heterochromatin assembly,http://purl.obolibrary.org/obo/GO_0006346
GO:0006351,BP,"transcription, DNA-templated",http://purl.obolibrary.org/obo/GO_0006351
GO:0006352,BP,"DNA-templated transcription, initiation",http://purl.obolibrary.org/obo/GO_0006352
GO:0006353,BP,"DNA-templated transcription, termination",http://purl.obolibrary.org/obo/GO_0006353
GO:0006354,BP,"DNA-templated transcription, elongation",http://purl.obolibrary.org/obo/GO_0006354
GO:0006355,BP,"regulation of transcription, DNA-templated",http://purl.obolibrary.org/obo/GO_0006355
GO:0006356,BP,regulation of transcription by RNA polymerase I,http://purl.obolibrary.org/obo/GO_0006356
GO:0006357,BP,regulation of transcription by RNA polymerase II,http://purl.obolibrary.org/obo/GO_0006357
GO:0006359,BP,regulation of transcription by RNA polymerase III,http://purl.obolibrary.org/obo/GO_0006359
GO:0006360,BP,transcription by RNA polymerase I,http://purl.obolibrary.org/obo/GO_0006360
GO:0006361,BP,transcription initiation from RNA polymerase I promoter,http://purl.obolibrary.org/obo/GO_0006361
GO:0006362,BP,transcription elongation from RNA polymerase I promoter,http://purl.obolibrary.org/obo/GO_0006362
GO:0006363,BP,termination of RNA polymerase I transcription,http://purl.obolibrary.org/obo/GO_0006363
GO:0006364,BP,rRNA processing,http://purl.obolibrary.org/obo/GO_0006364
GO:0006366,BP,transcription by RNA polymerase II,http://purl.obolibrary.org/obo/GO_0006366
GO:0006367,BP,transcription initiation from RNA polymerase II promoter,http://purl.obolibrary.org/obo/GO_0006367
GO:0006368,BP,transcription elongation from RNA polymerase II promoter,http://purl.obolibrary.org/obo/GO_0006368
GO:0006369,BP,termination of RNA polymerase II transcription,http://purl.obolibrary.org/obo/GO_0006369
GO:0006370,BP,7-methylguanosine mRNA capping,http://purl.obolibrary.org/obo/GO_0006370
GO:0006376,BP,mRNA splice site selection,http://purl.obolibrary.org/obo/GO_0006376
GO:0006382,BP,adenosine to inosine editing,http://purl.obolibrary.org/obo/GO_0006382
GO:0006383,BP,transcription by RNA polymerase III,http://purl.obolibrary.org/obo/GO_0006383
GO:0006384,BP,transcription initiation from RNA polymerase III promoter,http://purl.obolibrary.org/obo/GO_0006384
GO:0006386,BP,termination of RNA polymerase III transcription,http://purl.obolibrary.org/obo/GO_0006386
GO:0006388,BP,"tRNA splicing, via endonucleolytic cleavage and ligation",http://purl.obolibrary.org/obo/GO_0006388
GO:0006390,BP,mitochondrial transcription,http://purl.obolibrary.org/obo/GO_0006390
GO:0006393,BP,termination of mitochondrial transcription,http://purl.obolibrary.org/obo/GO_0006393
GO:0006396,BP,RNA processing,http://purl.obolibrary.org/obo/GO_0006396
GO:0006397,BP,mRNA processing,http://purl.obolibrary.org/obo/GO_0006397
GO:0006398,BP,mRNA 3'-end processing by stem-loop binding and cleavage,http://purl.obolibrary.org/obo/GO_0006398
GO:0006399,BP,tRNA metabolic process,http://purl.obolibrary.org/obo/GO_0006399
GO:0006400,BP,tRNA modification,http://purl.obolibrary.org/obo/GO_0006400
GO:0006401,BP,RNA catabolic process,http://purl.obolibrary.org/obo/GO_0006401
GO:0006402,BP,mRNA catabolic process,http://purl.obolibrary.org/obo/GO_0006402
GO:0006403,BP,RNA localization,http://purl.obolibrary.org/obo/GO_0006403
GO:0006405,BP,RNA export from nucleus,http://purl.obolibrary.org/obo/GO_0006405
GO:0006406,BP,mRNA export from nucleus,http://purl.obolibrary.org/obo/GO_0006406
GO:0006409,BP,tRNA export from nucleus,http://purl.obolibrary.org/obo/GO_0006409
GO:0006412,BP,translation,http://purl.obolibrary.org/obo/GO_0006412
GO:0006413,BP,translational initiation,http://purl.obolibrary.org/obo/GO_0006413
GO:0006414,BP,translational elongation,http://purl.obolibrary.org/obo/GO_0006414
GO:0006415,BP,translational termination,http://purl.obolibrary.org/obo/GO_0006415
GO:0006417,BP,regulation of translation,http://purl.obolibrary.org/obo/GO_0006417
