GOID,ONTOLOGY,TERM,LINK
GO:0009625,biological_process,response to insect,http://purl.obolibrary.org/obo/GO_0009625
GO:0009617,biological_process,response to bacterium,http://purl.obolibrary.org/obo/GO_0009617
GO:0010582,biological_process,floral meristem determinacy,http://purl.obolibrary.org/obo/GO_0010582
GO:0032502,biological_process,developmental process,http://purl.obolibrary.org/obo/GO_0032502
GO:0032501,biological_process,multicellular organismal process,http://purl.obolibrary.org/obo/GO_0032501
GO:0044419,biological_process,biological process involved in interspecies interaction between organisms,http://purl.obolibrary.org/obo/GO_0044419
GO:0007623,biological_process,circadian rhythm,http://purl.obolibrary.org/obo/GO_0007623
GO:0019637,biological_process,organophosphate metabolic process,http://purl.obolibrary.org/obo/GO_0019637
GO:0019684,biological_process,"photosynthesis, light reaction",http://purl.obolibrary.org/obo/GO_0019684
GO:0044550,biological_process,secondary metabolite biosynthetic process,http://purl.obolibrary.org/obo/GO_0044550
GO:0009908,biological_process,flower development,http://purl.obolibrary.org/obo/GO_0009908
GO:0009956,biological_process,radial pattern formation,http://purl.obolibrary.org/obo/GO_0009956
GO:0046907,biological_process,intracellular transport,http://purl.obolibrary.org/obo/GO_0046907
GO:0009991,biological_process,response to extracellular stimulus,http://purl.obolibrary.org/obo/GO_0009991
GO:0009987,biological_process,cellular process,http://purl.obolibrary.org/obo/GO_0009987
GO:0007275,biological_process,multicellular organism development,http://purl.obolibrary.org/obo/GO_0007275
GO:0044281,biological_process,small molecule metabolic process,http://purl.obolibrary.org/obo/GO_0044281
GO:0044283,biological_process,small molecule biosynthetic process,http://purl.obolibrary.org/obo/GO_0044283
GO:0044282,biological_process,small molecule catabolic process,http://purl.obolibrary.org/obo/GO_0044282
GO:0019290,biological_process,siderophore biosynthetic process,http://purl.obolibrary.org/obo/GO_0019290
GO:0044238,biological_process,primary metabolic process,http://purl.obolibrary.org/obo/GO_0044238
GO:0044237,biological_process,cellular metabolic process,http://purl.obolibrary.org/obo/GO_0044237
GO:0044242,biological_process,cellular lipid catabolic process,http://purl.obolibrary.org/obo/GO_0044242
GO:0044249,biological_process,cellular biosynthetic process,http://purl.obolibrary.org/obo/GO_0044249
GO:0044248,biological_process,cellular catabolic process,http://purl.obolibrary.org/obo/GO_0044248
GO:0071840,biological_process,cellular component organization or biogenesis,http://purl.obolibrary.org/obo/GO_0071840
GO:0044255,biological_process,cellular lipid metabolic process,http://purl.obolibrary.org/obo/GO_0044255
GO:0044272,biological_process,sulfur compound biosynthetic process,http://purl.obolibrary.org/obo/GO_0044272
GO:0044271,biological_process,cellular nitrogen compound biosynthetic process,http://purl.obolibrary.org/obo/GO_0044271
GO:0019438,biological_process,aromatic compound biosynthetic process,http://purl.obolibrary.org/obo/GO_0019438
GO:0071934,biological_process,thiamine transmembrane transport,http://purl.obolibrary.org/obo/GO_0071934
GO:0007389,biological_process,pattern specification process,http://purl.obolibrary.org/obo/GO_0007389
GO:1900865,biological_process,chloroplast RNA modification,http://purl.obolibrary.org/obo/GO_1900865
GO:1900871,biological_process,chloroplast mRNA modification,http://purl.obolibrary.org/obo/GO_1900871
GO:0006612,biological_process,protein targeting to membrane,http://purl.obolibrary.org/obo/GO_0006612
GO:0006605,biological_process,protein targeting,http://purl.obolibrary.org/obo/GO_0006605
GO:0043632,biological_process,modification-dependent macromolecule catabolic process,http://purl.obolibrary.org/obo/GO_0043632
GO:0043647,biological_process,inositol phosphate metabolic process,http://purl.obolibrary.org/obo/GO_0043647
GO:0016051,biological_process,carbohydrate biosynthetic process,http://purl.obolibrary.org/obo/GO_0016051
GO:0031668,biological_process,cellular response to extracellular stimulus,http://purl.obolibrary.org/obo/GO_0031668
GO:0031669,biological_process,cellular response to nutrient levels,http://purl.obolibrary.org/obo/GO_0031669
GO:0016049,biological_process,cell growth,http://purl.obolibrary.org/obo/GO_0016049
GO:0043562,biological_process,cellular response to nitrogen levels,http://purl.obolibrary.org/obo/GO_0043562
GO:0006714,biological_process,sesquiterpenoid metabolic process,http://purl.obolibrary.org/obo/GO_0006714
GO:0006715,biological_process,farnesol biosynthetic process,http://purl.obolibrary.org/obo/GO_0006715
GO:0006750,biological_process,glutathione biosynthetic process,http://purl.obolibrary.org/obo/GO_0006750
GO:0006749,biological_process,glutathione metabolic process,http://purl.obolibrary.org/obo/GO_0006749
GO:0016106,biological_process,sesquiterpenoid biosynthetic process,http://purl.obolibrary.org/obo/GO_0016106
GO:0006511,biological_process,ubiquitin-dependent protein catabolic process,http://purl.obolibrary.org/obo/GO_0006511
GO:0006508,biological_process,proteolysis,http://purl.obolibrary.org/obo/GO_0006508
GO:0006576,biological_process,biogenic amine metabolic process,http://purl.obolibrary.org/obo/GO_0006576
GO:0006595,biological_process,polyamine metabolic process,http://purl.obolibrary.org/obo/GO_0006595
GO:0006598,biological_process,polyamine catabolic process,http://purl.obolibrary.org/obo/GO_0006598
GO:0016487,biological_process,farnesol metabolic process,http://purl.obolibrary.org/obo/GO_0016487
GO:0110053,biological_process,regulation of actin filament organization,http://purl.obolibrary.org/obo/GO_0110053
GO:0090150,biological_process,establishment of protein localization to membrane,http://purl.obolibrary.org/obo/GO_0090150
GO:0006801,biological_process,superoxide metabolic process,http://purl.obolibrary.org/obo/GO_0006801
GO:0016310,biological_process,phosphorylation,http://purl.obolibrary.org/obo/GO_0016310
GO:0006995,biological_process,cellular response to nitrogen starvation,http://purl.obolibrary.org/obo/GO_0006995
GO:0043953,biological_process,protein transport by the Tat complex,http://purl.obolibrary.org/obo/GO_0043953
GO:0016093,biological_process,polyprenol metabolic process,http://purl.obolibrary.org/obo/GO_0016093
GO:0016094,biological_process,polyprenol biosynthetic process,http://purl.obolibrary.org/obo/GO_0016094
GO:0016098,biological_process,monoterpenoid metabolic process,http://purl.obolibrary.org/obo/GO_0016098
GO:0016099,biological_process,monoterpenoid biosynthetic process,http://purl.obolibrary.org/obo/GO_0016099
GO:0065008,biological_process,regulation of biological quality,http://purl.obolibrary.org/obo/GO_0065008
GO:0065002,biological_process,intracellular protein transmembrane transport,http://purl.obolibrary.org/obo/GO_0065002
GO:0065009,biological_process,regulation of molecular function,http://purl.obolibrary.org/obo/GO_0065009
GO:0043693,biological_process,monoterpene biosynthetic process,http://purl.obolibrary.org/obo/GO_0043693
GO:0043692,biological_process,monoterpene metabolic process,http://purl.obolibrary.org/obo/GO_0043692
GO:0090066,biological_process,regulation of anatomical structure size,http://purl.obolibrary.org/obo/GO_0090066
GO:0006457,biological_process,protein folding,http://purl.obolibrary.org/obo/GO_0006457
GO:0043413,biological_process,macromolecule glycosylation,http://purl.obolibrary.org/obo/GO_0043413
GO:0006486,biological_process,protein glycosylation,http://purl.obolibrary.org/obo/GO_0006486
GO:0006468,biological_process,protein phosphorylation,http://purl.obolibrary.org/obo/GO_0006468
GO:0031333,biological_process,negative regulation of protein-containing complex assembly,http://purl.obolibrary.org/obo/GO_0031333
GO:0051493,biological_process,regulation of cytoskeleton organization,http://purl.obolibrary.org/obo/GO_0051493
GO:0051494,biological_process,negative regulation of cytoskeleton organization,http://purl.obolibrary.org/obo/GO_0051494
GO:1903046,biological_process,meiotic cell cycle process,http://purl.obolibrary.org/obo/GO_1903046
GO:0050790,biological_process,regulation of catalytic activity,http://purl.obolibrary.org/obo/GO_0050790
GO:0051129,biological_process,negative regulation of cellular component organization,http://purl.obolibrary.org/obo/GO_0051129
GO:0051128,biological_process,regulation of cellular component organization,http://purl.obolibrary.org/obo/GO_0051128
GO:0051156,biological_process,glucose 6-phosphate metabolic process,http://purl.obolibrary.org/obo/GO_0051156
GO:0051651,biological_process,maintenance of location in cell,http://purl.obolibrary.org/obo/GO_0051651
GO:0051668,biological_process,localization within membrane,http://purl.obolibrary.org/obo/GO_0051668
GO:0051604,biological_process,protein maturation,http://purl.obolibrary.org/obo/GO_0051604
GO:0051603,biological_process,proteolysis involved in protein catabolic process,http://purl.obolibrary.org/obo/GO_0051603
GO:0061077,biological_process,chaperone-mediated protein folding,http://purl.obolibrary.org/obo/GO_0061077
GO:1903448,biological_process,geraniol biosynthetic process,http://purl.obolibrary.org/obo/GO_1903448
GO:1903446,biological_process,geraniol metabolic process,http://purl.obolibrary.org/obo/GO_1903446
GO:0000002,biological_process,mitochondrial genome maintenance,http://purl.obolibrary.org/obo/GO_0000002
GO:0098771,biological_process,inorganic ion homeostasis,http://purl.obolibrary.org/obo/GO_0098771
GO:0002215,biological_process,defense response to nematode,http://purl.obolibrary.org/obo/GO_0002215
GO:0051258,biological_process,protein polymerization,http://purl.obolibrary.org/obo/GO_0051258
GO:0051276,biological_process,chromosome organization,http://purl.obolibrary.org/obo/GO_0051276
GO:0110102,biological_process,ribulose bisphosphate carboxylase complex assembly,http://purl.obolibrary.org/obo/GO_0110102
GO:0051235,biological_process,maintenance of location,http://purl.obolibrary.org/obo/GO_0051235
GO:0000160,biological_process,phosphorelay signal transduction system,http://purl.obolibrary.org/obo/GO_0000160
GO:0043254,biological_process,regulation of protein-containing complex assembly,http://purl.obolibrary.org/obo/GO_0043254
GO:0016598,biological_process,protein arginylation,http://purl.obolibrary.org/obo/GO_0016598
GO:0090480,biological_process,purine nucleotide-sugar transmembrane transport,http://purl.obolibrary.org/obo/GO_0090480
GO:0006833,biological_process,water transport,http://purl.obolibrary.org/obo/GO_0006833
GO:0006820,biological_process,monoatomic anion transport,http://purl.obolibrary.org/obo/GO_0006820
GO:0006811,biological_process,monoatomic ion transport,http://purl.obolibrary.org/obo/GO_0006811
GO:0006812,biological_process,monoatomic cation transport,http://purl.obolibrary.org/obo/GO_0006812
GO:0006886,biological_process,intracellular protein transport,http://purl.obolibrary.org/obo/GO_0006886
GO:0006873,biological_process,intracellular monoatomic ion homeostasis,http://purl.obolibrary.org/obo/GO_0006873
GO:0006874,biological_process,intracellular calcium ion homeostasis,http://purl.obolibrary.org/obo/GO_0006874
GO:0098662,biological_process,inorganic cation transmembrane transport,http://purl.obolibrary.org/obo/GO_0098662
GO:0072594,biological_process,establishment of protein localization to organelle,http://purl.obolibrary.org/obo/GO_0072594
GO:0072593,biological_process,reactive oxygen species metabolic process,http://purl.obolibrary.org/obo/GO_0072593
GO:0072598,biological_process,protein localization to chloroplast,http://purl.obolibrary.org/obo/GO_0072598
GO:0072596,biological_process,establishment of protein localization to chloroplast,http://purl.obolibrary.org/obo/GO_0072596
GO:0060560,biological_process,developmental growth involved in morphogenesis,http://purl.obolibrary.org/obo/GO_0060560
GO:1901698,biological_process,response to nitrogen compound,http://purl.obolibrary.org/obo/GO_1901698
GO:0035556,biological_process,intracellular signal transduction,http://purl.obolibrary.org/obo/GO_0035556
GO:1901654,biological_process,response to ketone,http://purl.obolibrary.org/obo/GO_1901654
GO:0006259,biological_process,DNA metabolic process,http://purl.obolibrary.org/obo/GO_0006259
GO:0018202,biological_process,peptidyl-histidine modification,http://purl.obolibrary.org/obo/GO_0018202
GO:0070727,biological_process,cellular macromolecule localization,http://purl.obolibrary.org/obo/GO_0070727
GO:0018193,biological_process,peptidyl-amino acid modification,http://purl.obolibrary.org/obo/GO_0018193
GO:0098660,biological_process,inorganic ion transmembrane transport,http://purl.obolibrary.org/obo/GO_0098660
GO:0098656,biological_process,monoatomic anion transmembrane transport,http://purl.obolibrary.org/obo/GO_0098656
GO:0098655,biological_process,monoatomic cation transmembrane transport,http://purl.obolibrary.org/obo/GO_0098655
GO:0098813,biological_process,nuclear chromosome segregation,http://purl.obolibrary.org/obo/GO_0098813
GO:0050801,biological_process,monoatomic ion homeostasis,http://purl.obolibrary.org/obo/GO_0050801
GO:0070192,biological_process,chromosome organization involved in meiotic cell cycle,http://purl.obolibrary.org/obo/GO_0070192
GO:0045184,biological_process,establishment of protein localization,http://purl.obolibrary.org/obo/GO_0045184
GO:0045185,biological_process,maintenance of protein location,http://purl.obolibrary.org/obo/GO_0045185
GO:0008104,biological_process,protein localization,http://purl.obolibrary.org/obo/GO_0008104
GO:0008154,biological_process,actin polymerization or depolymerization,http://purl.obolibrary.org/obo/GO_0008154
GO:0045132,biological_process,meiotic chromosome segregation,http://purl.obolibrary.org/obo/GO_0045132
GO:0045144,biological_process,meiotic sister chromatid segregation,http://purl.obolibrary.org/obo/GO_0045144
GO:0045143,biological_process,homologous chromosome segregation,http://purl.obolibrary.org/obo/GO_0045143
GO:0072657,biological_process,protein localization to membrane,http://purl.obolibrary.org/obo/GO_0072657
GO:0070085,biological_process,glycosylation,http://purl.obolibrary.org/obo/GO_0070085
GO:0008064,biological_process,regulation of actin polymerization or depolymerization,http://purl.obolibrary.org/obo/GO_0008064
GO:0045038,biological_process,protein import into chloroplast thylakoid membrane,http://purl.obolibrary.org/obo/GO_0045038
GO:0045036,biological_process,protein targeting to chloroplast,http://purl.obolibrary.org/obo/GO_0045036
GO:0033043,biological_process,regulation of organelle organization,http://purl.obolibrary.org/obo/GO_0033043
GO:0033036,biological_process,macromolecule localization,http://purl.obolibrary.org/obo/GO_0033036
GO:0060359,biological_process,response to ammonium ion,http://purl.obolibrary.org/obo/GO_0060359
GO:0030163,biological_process,protein catabolic process,http://purl.obolibrary.org/obo/GO_0030163
GO:0042126,biological_process,nitrate metabolic process,http://purl.obolibrary.org/obo/GO_0042126
GO:0042128,biological_process,nitrate assimilation,http://purl.obolibrary.org/obo/GO_0042128
GO:0033332,biological_process,ent-kaurene biosynthetic process,http://purl.obolibrary.org/obo/GO_0033332
GO:0033331,biological_process,ent-kaurene metabolic process,http://purl.obolibrary.org/obo/GO_0033331
GO:0033365,biological_process,protein localization to organelle,http://purl.obolibrary.org/obo/GO_0033365
GO:0045333,biological_process,cellular respiration,http://purl.obolibrary.org/obo/GO_0045333
GO:0070482,biological_process,response to oxygen levels,http://purl.obolibrary.org/obo/GO_0070482
GO:0015031,biological_process,protein transport,http://purl.obolibrary.org/obo/GO_0015031
GO:0040007,biological_process,growth,http://purl.obolibrary.org/obo/GO_0040007
GO:0042592,biological_process,homeostatic process,http://purl.obolibrary.org/obo/GO_0042592
GO:0042989,biological_process,sequestering of actin monomers,http://purl.obolibrary.org/obo/GO_0042989
GO:0005992,biological_process,trehalose biosynthetic process,http://purl.obolibrary.org/obo/GO_0005992
GO:0005991,biological_process,trehalose metabolic process,http://purl.obolibrary.org/obo/GO_0005991
GO:0005984,biological_process,disaccharide metabolic process,http://purl.obolibrary.org/obo/GO_0005984
GO:0005975,biological_process,carbohydrate metabolic process,http://purl.obolibrary.org/obo/GO_0005975
GO:0033517,biological_process,myo-inositol hexakisphosphate metabolic process,http://purl.obolibrary.org/obo/GO_0033517
GO:0033554,biological_process,cellular response to stress,http://purl.obolibrary.org/obo/GO_0033554
GO:0018106,biological_process,peptidyl-histidine phosphorylation,http://purl.obolibrary.org/obo/GO_0018106
GO:0019725,biological_process,cellular homeostasis,http://purl.obolibrary.org/obo/GO_0019725
GO:0044743,biological_process,protein transmembrane import into intracellular organelle,http://purl.obolibrary.org/obo/GO_0044743
GO:0030029,biological_process,actin filament-based process,http://purl.obolibrary.org/obo/GO_0030029
GO:0030003,biological_process,intracellular monoatomic cation homeostasis,http://purl.obolibrary.org/obo/GO_0030003
GO:0042044,biological_process,fluid transport,http://purl.obolibrary.org/obo/GO_0042044
GO:0017038,biological_process,protein import,http://purl.obolibrary.org/obo/GO_0017038
GO:0030041,biological_process,actin filament polymerization,http://purl.obolibrary.org/obo/GO_0030041
GO:0030036,biological_process,actin cytoskeleton organization,http://purl.obolibrary.org/obo/GO_0030036
GO:0030845,biological_process,phospholipase C-inhibiting G protein-coupled receptor signaling pathway,http://purl.obolibrary.org/obo/GO_0030845
GO:0030833,biological_process,regulation of actin filament polymerization,http://purl.obolibrary.org/obo/GO_0030833
GO:0030832,biological_process,regulation of actin filament length,http://purl.obolibrary.org/obo/GO_0030832
GO:0030837,biological_process,negative regulation of actin filament polymerization,http://purl.obolibrary.org/obo/GO_0030837
GO:0042886,biological_process,amide transport,http://purl.obolibrary.org/obo/GO_0042886
GO:0032958,biological_process,inositol phosphate biosynthetic process,http://purl.obolibrary.org/obo/GO_0032958
GO:0032956,biological_process,regulation of actin cytoskeleton organization,http://purl.obolibrary.org/obo/GO_0032956
GO:0032970,biological_process,regulation of actin filament-based process,http://purl.obolibrary.org/obo/GO_0032970
GO:0042445,biological_process,hormone metabolic process,http://purl.obolibrary.org/obo/GO_0042445
GO:0042446,biological_process,hormone biosynthetic process,http://purl.obolibrary.org/obo/GO_0042446
GO:0042402,biological_process,cellular biogenic amine catabolic process,http://purl.obolibrary.org/obo/GO_0042402
GO:0019751,biological_process,polyol metabolic process,http://purl.obolibrary.org/obo/GO_0019751
GO:0019755,biological_process,one-carbon compound transport,http://purl.obolibrary.org/obo/GO_0019755
GO:0006040,biological_process,amino sugar metabolic process,http://purl.obolibrary.org/obo/GO_0006040
GO:0043086,biological_process,negative regulation of catalytic activity,http://purl.obolibrary.org/obo/GO_0043086
GO:0055074,biological_process,calcium ion homeostasis,http://purl.obolibrary.org/obo/GO_0055074
GO:0055082,biological_process,intracellular chemical homeostasis,http://purl.obolibrary.org/obo/GO_0055082
GO:0055080,biological_process,monoatomic cation homeostasis,http://purl.obolibrary.org/obo/GO_0055080
GO:0019941,biological_process,modification-dependent protein catabolic process,http://purl.obolibrary.org/obo/GO_0019941
GO:0062197,biological_process,cellular response to chemical stress,http://purl.obolibrary.org/obo/GO_0062197
GO:0015840,biological_process,urea transport,http://purl.obolibrary.org/obo/GO_0015840
GO:0015866,biological_process,ADP transport,http://purl.obolibrary.org/obo/GO_0015866
GO:1902074,biological_process,response to salt,http://purl.obolibrary.org/obo/GO_1902074
GO:0015980,biological_process,energy derivation by oxidation of organic compounds,http://purl.obolibrary.org/obo/GO_0015980
GO:0034059,biological_process,response to anoxia,http://purl.obolibrary.org/obo/GO_0034059
GO:1900160,biological_process,plastid chromosome packaging,http://purl.obolibrary.org/obo/GO_1900160
GO:0010043,biological_process,response to zinc ion,http://purl.obolibrary.org/obo/GO_0010043
GO:0009057,biological_process,macromolecule catabolic process,http://purl.obolibrary.org/obo/GO_0009057
GO:0015780,biological_process,nucleotide-sugar transmembrane transport,http://purl.obolibrary.org/obo/GO_0015780
GO:0000280,biological_process,nuclear division,http://purl.obolibrary.org/obo/GO_0000280
GO:0036293,biological_process,response to decreased oxygen levels,http://purl.obolibrary.org/obo/GO_0036293
GO:0048285,biological_process,organelle fission,http://purl.obolibrary.org/obo/GO_0048285
GO:0036211,biological_process,protein modification process,http://purl.obolibrary.org/obo/GO_0036211
GO:0009310,biological_process,amine catabolic process,http://purl.obolibrary.org/obo/GO_0009310
GO:0009312,biological_process,oligosaccharide biosynthetic process,http://purl.obolibrary.org/obo/GO_0009312
GO:0009311,biological_process,oligosaccharide metabolic process,http://purl.obolibrary.org/obo/GO_0009311
GO:0009308,biological_process,amine metabolic process,http://purl.obolibrary.org/obo/GO_0009308
GO:0046351,biological_process,disaccharide biosynthetic process,http://purl.obolibrary.org/obo/GO_0046351
GO:0061982,biological_process,meiosis I cell cycle process,http://purl.obolibrary.org/obo/GO_0061982
GO:0061983,biological_process,meiosis II cell cycle process,http://purl.obolibrary.org/obo/GO_0061983
GO:0009060,biological_process,aerobic respiration,http://purl.obolibrary.org/obo/GO_0009060
GO:0010045,biological_process,response to nickel cation,http://purl.obolibrary.org/obo/GO_0010045
GO:0046173,biological_process,polyol biosynthetic process,http://purl.obolibrary.org/obo/GO_0046173
GO:0000819,biological_process,sister chromatid segregation,http://purl.obolibrary.org/obo/GO_0000819
GO:0009101,biological_process,glycoprotein biosynthetic process,http://purl.obolibrary.org/obo/GO_0009101
GO:0009100,biological_process,glycoprotein metabolic process,http://purl.obolibrary.org/obo/GO_0009100
GO:1902600,biological_process,proton transmembrane transport,http://purl.obolibrary.org/obo/GO_1902600
GO:0000902,biological_process,cell morphogenesis,http://purl.obolibrary.org/obo/GO_0000902
GO:2001057,biological_process,reactive nitrogen species metabolic process,http://purl.obolibrary.org/obo/GO_2001057
GO:0010264,biological_process,myo-inositol hexakisphosphate biosynthetic process,http://purl.obolibrary.org/obo/GO_0010264
GO:0048878,biological_process,chemical homeostasis,http://purl.obolibrary.org/obo/GO_0048878
GO:0034220,biological_process,monoatomic ion transmembrane transport,http://purl.obolibrary.org/obo/GO_0034220
GO:0009267,biological_process,cellular response to starvation,http://purl.obolibrary.org/obo/GO_0009267
GO:0010243,biological_process,response to organonitrogen compound,http://purl.obolibrary.org/obo/GO_0010243
GO:1902903,biological_process,regulation of supramolecular fiber organization,http://purl.obolibrary.org/obo/GO_1902903
GO:1902904,biological_process,negative regulation of supramolecular fiber organization,http://purl.obolibrary.org/obo/GO_1902904
GO:0000305,biological_process,response to oxygen radical,http://purl.obolibrary.org/obo/GO_0000305
GO:0000303,biological_process,response to superoxide,http://purl.obolibrary.org/obo/GO_0000303
GO:0097435,biological_process,supramolecular fiber organization,http://purl.obolibrary.org/obo/GO_0097435
GO:0048589,biological_process,developmental growth,http://purl.obolibrary.org/obo/GO_0048589
GO:0120254,biological_process,olefinic compound metabolic process,http://purl.obolibrary.org/obo/GO_0120254
GO:0120255,biological_process,olefinic compound biosynthetic process,http://purl.obolibrary.org/obo/GO_0120255
GO:0048519,biological_process,negative regulation of biological process,http://purl.obolibrary.org/obo/GO_0048519
GO:0048523,biological_process,negative regulation of cellular process,http://purl.obolibrary.org/obo/GO_0048523
GO:0010167,biological_process,response to nitrate,http://purl.obolibrary.org/obo/GO_0010167
GO:0044087,biological_process,regulation of cellular component biogenesis,http://purl.obolibrary.org/obo/GO_0044087
GO:0044092,biological_process,negative regulation of molecular function,http://purl.obolibrary.org/obo/GO_0044092
GO:0007010,biological_process,cytoskeleton organization,http://purl.obolibrary.org/obo/GO_0007010
GO:0007015,biological_process,actin filament organization,http://purl.obolibrary.org/obo/GO_0007015
GO:0034614,biological_process,cellular response to reactive oxygen species,http://purl.obolibrary.org/obo/GO_0034614
GO:0010639,biological_process,negative regulation of organelle organization,http://purl.obolibrary.org/obo/GO_0010639
GO:0007005,biological_process,mitochondrion organization,http://purl.obolibrary.org/obo/GO_0007005
GO:0007059,biological_process,chromosome segregation,http://purl.obolibrary.org/obo/GO_0007059
GO:0009699,biological_process,phenylpropanoid biosynthetic process,http://purl.obolibrary.org/obo/GO_0009699
GO:0009698,biological_process,phenylpropanoid metabolic process,http://purl.obolibrary.org/obo/GO_0009698
GO:0032042,biological_process,mitochondrial DNA metabolic process,http://purl.obolibrary.org/obo/GO_0032042
GO:0032025,biological_process,response to cobalt ion,http://purl.obolibrary.org/obo/GO_0032025
GO:0046686,biological_process,response to cadmium ion,http://purl.obolibrary.org/obo/GO_0046686
GO:0010817,biological_process,regulation of hormone levels,http://purl.obolibrary.org/obo/GO_0010817
GO:0009826,biological_process,unidimensional cell growth,http://purl.obolibrary.org/obo/GO_0009826
GO:0009809,biological_process,lignin biosynthetic process,http://purl.obolibrary.org/obo/GO_0009809
GO:0009808,biological_process,lignin metabolic process,http://purl.obolibrary.org/obo/GO_0009808
GO:0009851,biological_process,auxin biosynthetic process,http://purl.obolibrary.org/obo/GO_0009851
GO:0009850,biological_process,auxin metabolic process,http://purl.obolibrary.org/obo/GO_0009850
GO:0007135,biological_process,meiosis II,http://purl.obolibrary.org/obo/GO_0007135
GO:0007129,biological_process,homologous chromosome pairing at meiosis,http://purl.obolibrary.org/obo/GO_0007129
GO:0007127,biological_process,meiosis I,http://purl.obolibrary.org/obo/GO_0007127
GO:0007186,biological_process,G protein-coupled receptor signaling pathway,http://purl.obolibrary.org/obo/GO_0007186
GO:0071496,biological_process,cellular response to external stimulus,http://purl.obolibrary.org/obo/GO_0071496
GO:0071450,biological_process,cellular response to oxygen radical,http://purl.obolibrary.org/obo/GO_0071450
GO:0071451,biological_process,cellular response to superoxide,http://purl.obolibrary.org/obo/GO_0071451
GO:0022402,biological_process,cell cycle process,http://purl.obolibrary.org/obo/GO_0022402
GO:0009410,biological_process,response to xenobiotic stimulus,http://purl.obolibrary.org/obo/GO_0009410
GO:0009408,biological_process,response to heat,http://purl.obolibrary.org/obo/GO_0009408
GO:0010438,biological_process,cellular response to sulfur starvation,http://purl.obolibrary.org/obo/GO_0010438
GO:0010497,biological_process,plasmodesmata-mediated intercellular transport,http://purl.obolibrary.org/obo/GO_0010497
GO:0010496,biological_process,intercellular transport,http://purl.obolibrary.org/obo/GO_0010496
GO:0009631,biological_process,cold acclimation,http://purl.obolibrary.org/obo/GO_0009631
GO:0009635,biological_process,response to herbicide,http://purl.obolibrary.org/obo/GO_0009635
GO:0034599,biological_process,cellular response to oxidative stress,http://purl.obolibrary.org/obo/GO_0034599
GO:0019538,biological_process,protein metabolic process,http://purl.obolibrary.org/obo/GO_0019538
GO:0032507,biological_process,maintenance of protein location in cell,http://purl.obolibrary.org/obo/GO_0032507
GO:0032469,biological_process,endoplasmic reticulum calcium ion homeostasis,http://purl.obolibrary.org/obo/GO_0032469
GO:0032535,biological_process,regulation of cellular component size,http://purl.obolibrary.org/obo/GO_0032535
GO:0022900,biological_process,electron transport chain,http://purl.obolibrary.org/obo/GO_0022900
GO:0071806,biological_process,protein transmembrane transport,http://purl.obolibrary.org/obo/GO_0071806
GO:0046835,biological_process,carbohydrate phosphorylation,http://purl.obolibrary.org/obo/GO_0046835
GO:0032271,biological_process,regulation of protein polymerization,http://purl.obolibrary.org/obo/GO_0032271
GO:0032272,biological_process,negative regulation of protein polymerization,http://purl.obolibrary.org/obo/GO_0032272
GO:0046898,biological_process,response to cycloheximide,http://purl.obolibrary.org/obo/GO_0046898
GO:0140013,biological_process,meiotic nuclear division,http://purl.obolibrary.org/obo/GO_0140013
GO:0019430,biological_process,removal of superoxide radicals,http://purl.obolibrary.org/obo/GO_0019430
GO:0034976,biological_process,response to endoplasmic reticulum stress,http://purl.obolibrary.org/obo/GO_0034976
GO:0071941,biological_process,nitrogen cycle metabolic process,http://purl.obolibrary.org/obo/GO_0071941
GO:0031326,biological_process,regulation of cellular biosynthetic process,http://purl.obolibrary.org/obo/GO_0031326
GO:0031323,biological_process,regulation of cellular metabolic process,http://purl.obolibrary.org/obo/GO_0031323
GO:0051252,biological_process,regulation of RNA metabolic process,http://purl.obolibrary.org/obo/GO_0051252
GO:0051171,biological_process,regulation of nitrogen compound metabolic process,http://purl.obolibrary.org/obo/GO_0051171
GO:0006355,biological_process,regulation of DNA-templated transcription,http://purl.obolibrary.org/obo/GO_0006355
GO:0060255,biological_process,regulation of macromolecule metabolic process,http://purl.obolibrary.org/obo/GO_0060255
GO:0080090,biological_process,regulation of primary metabolic process,http://purl.obolibrary.org/obo/GO_0080090
GO:2001141,biological_process,regulation of RNA biosynthetic process,http://purl.obolibrary.org/obo/GO_2001141
GO:0009889,biological_process,regulation of biosynthetic process,http://purl.obolibrary.org/obo/GO_0009889
GO:0010468,biological_process,regulation of gene expression,http://purl.obolibrary.org/obo/GO_0010468
GO:0010556,biological_process,regulation of macromolecule biosynthetic process,http://purl.obolibrary.org/obo/GO_0010556
GO:0019219,biological_process,regulation of nucleobase-containing compound metabolic process,http://purl.obolibrary.org/obo/GO_0019219
GO:0019222,biological_process,regulation of metabolic process,http://purl.obolibrary.org/obo/GO_0019222
GO:0043621,molecular_function,protein self-association,http://purl.obolibrary.org/obo/GO_0043621
GO:0004030,molecular_function,aldehyde dehydrogenase [NAD(P)+] activity,http://purl.obolibrary.org/obo/GO_0004030
GO:0004031,molecular_function,aldehyde oxidase activity,http://purl.obolibrary.org/obo/GO_0004031
GO:0004033,molecular_function,aldo-keto reductase (NADP) activity,http://purl.obolibrary.org/obo/GO_0004033
GO:0004029,molecular_function,aldehyde dehydrogenase (NAD+) activity,http://purl.obolibrary.org/obo/GO_0004029
GO:0016018,molecular_function,cyclosporin A binding,http://purl.obolibrary.org/obo/GO_0016018
